motif_chr	motif_start	motif_end	motif_index	salt_tolerance	U	C	D	strand	xchip_signal	CUTRUN_signal	CUTTag_signal
chr1	31940003	31940004	5769	-0.2697339	0	1	0	+	14.08	2.72	1.56
chr1	31956240	31956241	5773	-0.3106665	0	1	0	-	6.95	1.19	0.94
chr1	31964280	31964281	5774	2.440236	0	1	1	-	34.41	5.26	2.61
chr1	31977906	31977907	5775	-0.2711784	0	1	0	+	12.14	0.68	0.31
chr1	32003765	32003766	5778	-0.1192982	1	1	0	-	15.32	0.85	0.21
chr1	32073193	32073194	5787	-0.3106665	0	1	0	-	2.02	1.19	4.69
chr1	32104387	32104388	5790	-0.2921678	0	1	0	-	4.23	0	0.31
chr1	32109512	32109513	5791	-0.0456337	0	1	0	-	16.77	1.19	0.73
chr1	32180053	32180054	5797	-0.3106665	0	1	0	+	1.06	0.51	0.63
chr1	32201100	32201101	5799	-0.3106665	0	1	0	+	1.48	0.17	0.31
chr1	32215800	32215801	5802	0.05389164	0	1	0	+	17.13	0.51	1.04
chr1	32223927	32223928	5805	-0.3106665	0	1	0	+	1.75	0	0.21
chr1	32235102	32235103	5808	-0.3106665	0	1	0	+	1.75	0	0.52
chr1	32248214	32248215	5811	-0.2841973	0	1	0	+	9.64	2.21	4.17
chr1	32273910	32273911	5812	-0.3106665	0	1	0	+	1.42	0.17	0.21
chr1	32316660	32316661	5820	-0.1504605	0	1	1	-	15.89	0.51	0.21
chr1	32335308	32335309	5824	-0.1526629	0	1	0	+	19.82	0.51	1.25
chr1	32351234	32351235	5826	0.1491433	0	1	0	-	9.7	5.77	10.94
chr1	32352046	32352047	5828	-0.3106665	0	1	0	-	1.27	0.34	0.42
chr1	32372401	32372402	5833	-0.3106665	0	1	0	-	1.36	0.34	0.21
chr1	32391055	32391056	5834	-0.3004936	0	1	0	+	4.74	0.85	1.35
chr1	32401008	32401009	5835	1.009055	0	1	0	+	28.18	2.89	2.19
chr1	32404344	32404345	5837	-0.3106665	0	1	0	-	2.14	0.34	0.21
chr1	32414138	32414139	5839	3.261424	0	1	0	-	26.28	6.11	2.61
chr1	32448495	32448496	5844	1.896074	1	1	0	+	31.14	10.52	5.94
chr1	32449327	32449328	5846	2.340318	0	1	0	+	26.98	6.45	4.79
chr1	32500829	32500830	5852	-0.3106665	0	1	0	+	3.78	0.34	0.73
chr1	32520602	32520603	5853	3.06792	1	1	1	+	45.07	6.11	1.98
chr1	32539192	32539193	5857	-0.3106665	0	1	0	-	1.24	0	0.1
chr1	32539845	32539846	5859	-0.3004936	0	1	0	+	0.82	0	0.31
chr1	32620280	32620281	5865	-0.3106665	0	1	0	-	5.17	0	0
chr1	32712337	32712338	5873	4.851004	1	1	0	+	44.35	5.77	5.84
chr1	32729446	32729447	5874	-0.3106665	0	1	0	+	1.6	0.34	0.31
chr1	32741626	32741627	5878	-0.3004936	0	1	0	+	9.79	0.17	0.73
chr1	32749926	32749927	5880	-0.3106665	0	1	0	+	1.81	0.17	0.21
chr1	32754254	32754255	5882	-0.3106665	0	1	0	-	1.57	0.17	0.52
chr1	32773180	32773181	5887	1.747673	0	1	0	-	26.95	2.55	4.9
chr1	32828563	32828564	5893	-0.3106665	0	1	0	+	5.89	0.17	0
chr1	32872814	32872815	5901	1.641731	0	1	0	-	16.01	3.56	2.61
chr1	32876823	32876824	5902	2.5798	1	1	0	+	21.69	1.87	4.59
chr1	32886742	32886743	5905	0.1401027	0	1	0	-	16.01	1.87	1.25
chr1	32893038	32893039	5910	2.601052	1	1	0	-	28.52	2.21	4.79
chr1	32901134	32901135	5912	-0.3106665	0	1	0	-	1.18	0.17	0.21
chr1	32933598	32933599	5920	0.1564	1	1	0	+	15.62	3.39	0.94
chr1	33007382	33007383	5938	-0.2904991	0	1	0	-	5.68	0.17	0.31
chr1	33014657	33014658	5939	-0.3035179	0	1	0	+	0.97	0.34	0.1
chr1	33050785	33050786	5943	-0.2408381	1	1	0	-	1.24	0.34	0.21
chr1	33055313	33055314	5949	0.9495519	0	1	0	-	16.8	4.92	3.54
chr1	33086538	33086539	5956	-0.2003248	0	1	0	-	17.82	1.87	1.04
chr1	33095189	33095190	5957	7.18069	1	1	0	+	26.13	7.3	2.4
chr1	33112169	33112170	5960	-0.3035179	0	1	0	+	2.45	0.17	0
chr1	33127365	33127366	5963	1.593162	0	1	0	-	26.13	4.75	3.13
chr1	33138005	33138006	5965	-0.08483363	0	1	0	+	9.88	0.34	0.31
chr1	33148101	33148102	5968	-0.0205948	0	1	0	-	8.7	0.17	0.1
chr1	33168835	33168836	5972	-0.3106665	0	1	0	-	1.84	0	0.1
chr1	33218865	33218866	5977	0.01023699	0	1	0	+	11.21	0.68	0.31
chr1	33295665	33295666	5986	11.85085	1	1	0	+	22.63	4.07	3.23
chr1	33298846	33298847	5987	1.780874	1	1	0	-	12.84	3.56	3.23
chr1	33339580	33339581	6000	-0.3106665	0	1	0	-	1.24	0	0.21
chr1	33367948	33367949	6006	2.818198	0	1	0	-	22.05	3.05	4.9
chr1	33431065	33431066	6012	-0.2720004	0	1	0	-	4.95	0.51	3.33
chr1	33456008	33456009	6014	-0.3004936	0	1	0	-	8.4	0.68	0.42
chr1	33470662	33470663	6016	-0.1988802	0	1	0	-	18.97	2.38	1.25
chr1	33500721	33500722	6018	-0.2813514	0	1	0	-	3.14	0	0
chr1	33613065	33613066	6028	1.528771	1	1	0	-	15.65	2.04	1.15
chr1	33625126	33625127	6030	3.035771	1	1	0	-	12.36	1.36	2.71
chr1	33633194	33633195	6031	1.373972	0	1	1	+	26.58	3.05	3.02
chr1	33635025	33635026	6032	0.1090326	0	1	1	-	6.19	0.68	0.73
chr1	33641282	33641283	6033	-0.2414815	1	1	0	+	1.69	0.17	0.21
chr1	33735804	33735805	6040	-0.3106665	0	1	0	+	1.9	0.17	0.21
chr1	34014176	34014177	6065	-0.2326643	1	1	0	-	3.29	0	0.63
chr1	34156925	34156926	6077	-0.3106665	0	1	0	+	0.91	0.17	0.1
chr1	34163088	34163089	6079	-0.3106665	0	1	1	+	0.63	0	0.52
chr1	34460423	34460424	6105	-0.002451347	0	1	0	+	6.37	0.34	0.31
chr1	34549408	34549409	6114	-0.2528317	0	1	0	+	1.78	0.34	0.42
chr1	34592429	34592430	6116	-0.3106665	0	1	0	-	2.14	0	0
chr1	34598095	34598096	6117	0.9838545	0	1	0	-	14.98	0.17	1.15
chr1	34642865	34642866	6125	-0.243684	0	1	0	-	2.02	0	0.42
chr1	34669816	34669817	6128	-0.3106665	0	1	0	+	0.69	0.17	0
chr1	34681668	34681669	6129	2.034279	1	1	0	-	10.39	1.87	0.21
chr1	34742856	34742857	6133	2.661571	0	1	1	-	20.18	3.05	2.71
chr1	34753227	34753228	6137	-0.3106665	0	1	0	-	1.33	0	0
chr1	34786634	34786635	6146	0.4265866	0	1	0	+	19.54	3.05	3.54
chr1	34788303	34788304	6147	-0.2599803	0	1	0	+	12.11	0.85	0.94
chr1	34852777	34852778	6154	0.4144617	0	1	1	-	31.17	4.92	2.08
chr1	34859902	34859903	6155	-0.1534848	0	1	0	-	21.66	1.7	3.02
chr1	34866527	34866528	6157	3.341929	0	1	0	+	22.99	1.53	5.11
chr1	34885065	34885066	6161	-0.2904991	0	1	0	+	1.69	0.34	0.63
chr1	34896805	34896806	6163	-0.3106665	0	1	0	+	3.17	0	0
chr1	34919285	34919286	6165	-0.3106665	0	1	0	+	2.08	0	0.63
chr1	34929402	34929403	6169	-0.3106665	1	1	0	+	2.54	0	0.42
chr1	34985426	34985427	6171	-0.3106665	0	1	0	+	1.06	0.17	0.52
chr1	35112855	35112856	6176	-0.3035179	0	1	0	-	4.89	0.17	0
chr1	35160283	35160284	6178	-0.3106665	0	1	0	+	2.17	0.17	0
chr1	35192278	35192279	6183	-0.3106665	0	1	0	-	1.12	0.17	1.56
chr1	35202284	35202285	6184	0.01889329	0	1	0	+	20	1.7	1.04
chr1	35298729	35298730	6191	-0.3106665	0	1	1	-	3.78	0.17	0.21
chr1	35345503	35345504	6193	-0.3106665	0	1	0	+	3.66	0	0
chr1	35444242	35444243	6198	-0.3106665	0	1	0	-	5.98	0	0.31
chr1	35451244	35451245	6199	0.8571444	0	1	0	+	20.15	1.87	1.88
chr1	35545217	35545218	6205	-0.2728471	0	1	0	-	14.98	0.34	0.21
chr1	35557096	35557097	6206	-0.3106665	0	1	0	-	1.27	0.17	1.04
chr1	35564821	35564822	6209	1.526744	0	1	1	-	16.55	3.73	3.75
chr1	35569112	35569113	6212	2.851771	1	1	0	+	19.94	3.05	3.65
chr1	35646269	35646270	6219	-0.3106665	0	1	0	-	2.69	0	0.21
chr1	35702728	35702729	6223	-0.3106665	0	1	0	+	1.27	0	0
chr1	35715667	35715668	6224	1.205704	0	1	0	-	20.72	3.05	4.69
chr1	35727027	35727028	6227	0.7021509	0	1	0	-	19.27	1.19	1.04
chr1	35858030	35858031	6237	-0.3015188	0	1	0	+	10.63	0.17	0.1
chr1	35861480	35861481	6238	-0.3015188	0	1	0	+	2.24	0.51	0.21
chr1	35883089	35883090	6240	2.04456	0	1	0	+	30	4.07	5.52
chr1	35894321	35894322	6244	-0.3106665	0	1	0	+	0.91	0.17	0
chr1	35900130	35900131	6245	-0.3015188	0	1	0	+	4.11	0.34	0.42
chr1	36082341	36082342	6253	-0.3106665	0	1	0	+	1.36	0.17	0.1
chr1	36088789	36088790	6257	1.712246	0	1	0	+	31.42	5.09	4.59
chr1	36097199	36097200	6262	-0.3106665	1	1	1	+	1.9	0.17	0.63
chr1	36099780	36099781	6267	0.2636067	0	1	0	+	25.4	3.73	3.75
chr1	36134906	36134907	6271	0.4439801	0	1	0	-	22.2	3.56	2.4
chr1	36149700	36149701	6273	-0.07045911	0	1	0	+	35.4	5.43	6.57
chr1	36161380	36161381	6275	-0.3106665	0	1	0	+	5.23	0.68	0.31
chr1	36188342	36188343	6285	0.009745556	0	1	0	-	18.31	1.36	1.56
chr1	36217817	36217818	6288	-0.3106665	0	1	0	-	2.57	0	0.1
chr1	36285644	36285645	6292	0.2314192	0	1	0	-	22.11	2.55	0.73
chr1	36300057	36300058	6293	-0.2630047	0	1	0	-	10.91	0.51	0.42
chr1	36342882	36342883	6302	-0.09365088	1	1	0	+	11.27	0.85	0.73
chr1	36369203	36369204	6313	5.857517	1	1	0	-	20.06	2.89	2.29
chr1	36412472	36412473	6320	-0.2963694	0	1	0	-	1.54	0.34	0.1
chr1	36420995	36420996	6322	3.536948	0	1	0	-	27.31	4.07	3.96
chr1	36446517	36446518	6323	-0.2833505	0	1	0	+	21.36	1.02	1.15
chr1	36476050	36476051	6328	-0.3035179	0	1	0	+	1.3	0.17	0.63
chr1	36508692	36508693	6334	-0.3106665	0	1	0	-	0.72	0.17	0.31
chr1	36516531	36516532	6338	2.459921	0	1	0	+	19.76	2.55	3.13
chr1	36528583	36528584	6342	-0.3106665	0	1	0	+	3.9	0.17	0.21
chr1	36543099	36543100	6345	-0.2913459	0	1	0	+	5.23	0.34	0.52
chr1	36554009	36554010	6346	1.934412	0	1	0	+	17.82	2.04	1.98
chr1	36576248	36576249	6349	1.987128	1	1	0	+	18.15	0.68	2.19
chr1	36591491	36591492	6352	-0.3106665	0	1	0	-	1.57	0	0.1
chr1	36609441	36609442	6354	2.10452	0	1	0	+	19.91	3.05	2.08
chr1	36613086	36613087	6356	-0.3004936	0	1	0	+	2.66	0	0.42
chr1	36703893	36703894	6371	2.821285	0	1	0	+	21.81	1.36	2.29
chr1	36705826	36705827	6372	-0.3106665	0	1	0	+	1.3	0.51	0.63
chr1	36731892	36731893	6377	-0.2103193	1	1	0	-	2.54	0.68	0.31
chr1	36864380	36864381	6395	1.075482	0	1	0	+	11.3	0.85	1.15
chr1	36916888	36916889	6403	-0.3106665	0	1	0	-	1.6	0	0.31
chr1	37017939	37017940	6415	-0.3004936	0	1	0	-	1.84	0.17	0.21
chr1	37020830	37020831	6416	-0.3106665	0	1	0	+	2.54	0.34	0.1
chr1	37029103	37029104	6417	-0.3004936	0	1	0	-	1.51	0	0.42
chr1	37036221	37036222	6420	-0.3106665	0	1	0	+	1.9	0.51	0.31
chr1	37038425	37038426	6422	-0.3035179	0	1	0	-	0.82	0	0.21
chr1	37085575	37085576	6432	-0.2314871	0	1	0	-	3.38	0.51	0.1
chr1	37096740	37096741	6434	0.03902568	1	1	0	+	2.81	0.68	1.25
chr1	37177452	37177453	6439	-0.2599803	0	1	1	-	3.41	0.34	0.21
chr1	37308771	37308772	6450	-0.3106665	0	1	0	-	1	0.17	0.1
chr1	37323964	37323965	6455	2.059809	1	1	0	-	17.13	2.21	0.83
chr1	37391400	37391401	6461	-0.3106665	0	1	0	+	2.84	0.17	0.21
chr1	37434472	37434473	6470	1.880851	0	1	0	-	19.57	1.19	3.02
chr1	37455019	37455020	6478	3.661131	0	1	1	+	28.43	5.43	5.63
chr1	37458742	37458743	6479	-0.3106665	0	1	0	+	2.05	0	0.31
chr1	37487553	37487554	6486	5.569691	1	1	0	-	23.56	3.73	4.27
chr1	37514802	37514803	6491	1.380655	0	1	0	+	20.78	3.56	7.19
chr1	37561970	37561971	6495	-0.01226899	0	1	0	+	10.36	0.68	0.83
chr1	37571687	37571688	6496	-0.3106665	0	1	0	-	1.54	0.17	0.31
chr1	37603311	37603312	6498	0.2678083	0	1	0	+	17.25	1.53	1.15
chr1	37622295	37622296	6500	-0.3106665	0	1	0	+	3.5	0.17	0.21
chr1	37655413	37655414	6503	-0.3106665	0	1	0	-	1.51	0.34	0
chr1	37682563	37682564	6507	2.317291	0	1	0	-	28.15	3.9	1.15
chr1	37692392	37692393	6509	-0.08483363	0	1	0	+	10.72	2.72	7.5
chr1	37752817	37752818	6517	-0.3106665	0	1	0	+	1.06	0	0.1
chr1	37766213	37766214	6522	-0.3004936	0	1	0	-	7.16	0.17	0.42
chr1	37795000	37795001	6525	-0.3106665	0	1	0	+	1.57	0	0.21
chr1	37809007	37809008	6528	-0.3106665	0	1	0	-	1.27	0.68	0.52
chr1	37817701	37817702	6530	-0.3004936	0	1	0	+	1.09	0	0.21
chr1	37860276	37860277	6532	2.60504	0	1	0	-	24.53	5.26	6.88
chr1	37876044	37876045	6533	-0.3106665	0	1	0	-	1.66	0	0
chr1	37890570	37890571	6534	-0.2538569	0	1	0	+	19.94	0.51	0.21
chr1	37919481	37919482	6541	-0.05547615	0	1	0	+	9.27	0.51	0.52
chr1	37936178	37936179	6544	-0.1606334	0	1	1	-	7.58	0.34	0.1
chr1	37975208	37975209	6548	-0.06317929	0	1	0	-	12.66	0.68	0.31
chr1	37990164	37990165	6549	2.718554	0	1	0	-	28.64	7.47	10.63
chr1	37999447	37999448	6552	-0.3106665	0	1	0	+	1.03	1.7	0.52
chr1	38001313	38001314	6554	-0.3106665	0	1	0	+	1.3	0	0.73
chr1	38004600	38004601	6556	-0.3015188	0	1	0	+	1.42	0.34	0.31
chr1	38009552	38009553	6559	-0.3106665	0	1	0	-	2.3	0.85	0.63
chr1	38019088	38019089	6560	-0.2711784	0	1	0	-	15.56	0.17	0.1
chr1	38026800	38026801	6561	-0.3106665	0	1	0	+	12.2	0.17	0.21
chr1	38037848	38037849	6563	-0.2701532	0	1	0	+	10.12	0	0.52
chr1	38040681	38040682	6564	-0.3106665	0	1	0	+	8.76	0	0.73
chr1	38046386	38046387	6566	-0.3106665	0	1	0	-	0.54	0	0.21
chr1	38047248	38047249	6568	-0.3106665	0	1	0	+	0.94	0.51	1.25
chr1	38072056	38072057	6572	-0.3106665	0	1	0	-	6.19	0.34	0.31
chr1	38088689	38088690	6576	-0.3106665	0	1	0	-	0.72	0	0.52
chr1	38129672	38129673	6580	-0.3035179	0	1	0	+	1.45	0	0.1
chr1	38152946	38152947	6585	-0.3106665	0	1	0	-	1.03	0	0.31
chr1	38256252	38256253	6596	-0.3106665	0	1	0	+	3.05	0	0.21
chr1	38274607	38274608	6600	-0.3035179	0	1	0	+	1.75	0	0.1
chr1	38361011	38361012	6609	-0.3106665	0	1	0	+	1.3	0	0.1
chr1	38403866	38403867	6613	-0.219467	0	1	0	-	2.78	0	0.21
chr1	38503010	38503011	6618	-0.2599803	0	1	0	-	6.16	0	0.73
chr1	38522252	38522253	6622	-0.2111412	0	1	0	-	8.55	0.34	0.21
chr1	38526223	38526224	6623	-0.293345	0	1	0	-	2.51	0.17	0.1
chr1	38527467	38527468	6624	-0.3004936	0	1	0	+	1.06	0	0.31
chr1	38587239	38587240	6630	5.182209	1	1	1	-	22.75	2.38	2.92
chr1	38608450	38608451	6633	0.2457937	0	1	0	+	13.96	0.85	0.73
chr1	38615897	38615898	6635	-0.2904991	0	1	1	-	3.11	0.17	0.1
chr1	38726733	38726734	6643	-0.3106665	0	1	0	-	1.81	0	0.1
chr1	38818334	38818335	6647	0.1693739	0	1	0	-	25.13	0.34	2.4
chr1	38835426	38835427	6650	0.2560863	0	1	0	-	19.18	3.39	1.35
chr1	38846389	38846390	6651	-0.3106665	0	1	0	+	2.72	0.34	0.21
chr1	38873382	38873383	6655	-0.2224914	1	1	0	+	0.42	1.02	2.29
chr1	38891920	38891921	6657	-0.2803262	1	1	0	+	4.62	0.34	0.21
chr1	38919264	38919265	6658	-0.3106665	0	1	0	+	1	0.17	0.1
chr1	38964340	38964341	6659	-0.3004936	0	1	0	-	7.1	0	0.21
chr1	39006936	39006937	6661	-0.3106665	0	1	0	+	2.11	0	0
chr1	39028677	39028678	6664	-0.3106665	0	1	0	-	1.81	0.17	0.1
chr1	39051394	39051395	6666	-0.3106665	0	1	0	-	3.56	0.17	0
chr1	39088873	39088874	6670	-0.3035179	0	1	0	+	1.57	0.34	0.21
chr1	39098830	39098831	6671	-0.01874766	0	1	0	+	17.25	0.51	1.04
chr1	39102701	39102702	6673	-0.2331557	1	1	0	+	20.15	2.55	1.98
chr1	39129676	39129677	6678	-0.3106665	0	1	0	+	4.86	0	0
chr1	39136839	39136840	6679	-0.3106665	0	1	0	+	6.98	0.34	0
chr1	39266433	39266434	6690	-0.3106665	0	1	0	+	6.07	0.17	0.1
chr1	39354761	39354762	6694	-0.3106665	1	1	0	-	0.97	0.17	0.1
chr1	39378475	39378476	6695	-0.2813514	0	1	0	-	8.85	0.17	0.42
chr1	39407936	39407937	6696	-0.3106665	0	1	0	-	1	0.17	0.1
chr1	39411096	39411097	6699	-0.1496386	0	1	0	-	16.83	0.85	0.63
chr1	39507387	39507388	6710	-0.3004936	0	1	0	+	5.17	0	0
chr1	39539386	39539387	6720	1.310505	0	1	0	-	25.74	2.04	2.71
chr1	39576960	39576961	6723	0.3668537	0	1	1	-	26.34	2.04	4.38
chr1	39606362	39606363	6725	3.991434	1	1	0	+	23.32	10.86	8.55
chr1	39609788	39609789	6726	0.9270899	0	1	0	-	7.88	0.17	1.35
chr1	39640045	39640046	6733	-0.2803262	0	1	0	-	11.57	0.51	0.52
chr1	39653710	39653711	6735	2.276111	0	1	0	-	22.87	4.75	2.81
chr1	39658217	39658218	6737	2.399154	0	1	0	-	23.44	4.58	4.27
chr1	39672833	39672834	6740	0.4556915	0	1	0	+	14.98	0.17	1.98
chr1	39702039	39702040	6742	-0.01159908	0	1	0	+	21.18	5.09	1.67
chr1	39711766	39711767	6743	-0.2943702	0	1	0	+	13.26	1.02	1.35
chr1	39720202	39720203	6744	1.46933	1	1	0	-	21.18	5.26	1.15
chr1	39789256	39789257	6755	-0.3106665	0	1	0	-	1.24	0.51	0.73
chr1	39799840	39799841	6759	3.581327	0	1	0	-	28.43	6.11	10.21
chr1	39816988	39816989	6760	3.921831	0	1	0	+	23.08	3.56	4.69
chr1	39826756	39826757	6762	-0.3106665	0	1	0	-	1.66	0.17	0
chr1	39902413	39902414	6768	-0.2235166	0	1	0	-	15.41	2.72	1.67
chr1	39918027	39918028	6770	-0.3106665	0	1	0	-	1.15	0.51	0.42
chr1	39919679	39919680	6771	0.2101827	0	1	0	+	15.19	2.38	0.94
chr1	39973691	39973692	6778	2.838605	0	1	0	-	27.25	3.05	1.56
chr1	40032472	40032473	6782	-0.07045911	0	1	0	-	19.3	0.34	0.21
chr1	40059397	40059398	6788	-0.3106665	0	1	0	-	3.56	0	0.1
chr1	40078708	40078709	6789	1.802003	0	1	0	+	17.07	5.09	1.98
chr1	40084876	40084877	6790	0.6221082	1	1	0	+	21.93	3.22	2.4
chr1	40097451	40097452	6792	-0.3035179	1	1	0	-	1.3	0	0.83
chr1	40144185	40144186	6794	0.4359848	0	1	0	+	20.09	2.55	2.4
chr1	40153205	40153206	6795	-0.133139	0	1	1	+	17.88	1.02	0.21
chr1	40161950	40161951	6796	-0.3106665	0	1	0	-	1.75	0	0.31
chr1	40167508	40167509	6798	-0.3035179	0	1	0	-	1.51	0	0
chr1	40183181	40183182	6799	-0.3004936	0	1	0	-	17.22	0.51	0.1
chr1	40197854	40197855	6800	-0.3035179	0	1	0	-	4.2	0	0.1
chr1	40311101	40311102	6805	-0.3106665	0	1	0	-	3.38	0.68	0.94
chr1	40312518	40312519	6806	-0.3106665	0	1	0	-	1	0	0.52
chr1	40338887	40338888	6810	3.199072	1	1	1	-	31.2	1.87	3.23
chr1	40363888	40363889	6813	-0.3004936	1	1	0	+	0.94	0	0
chr1	40405023	40405024	6819	1.694581	0	1	0	-	29.88	3.73	1.15
chr1	40438597	40438598	6821	-0.2323338	0	1	0	-	16.19	0.68	0.31
chr1	40533022	40533023	6825	0.0566777	0	1	0	+	16.92	0.68	0.42
chr1	40592356	40592357	6828	-0.2904991	0	1	0	+	20.81	0.85	0
chr1	40612455	40612456	6831	0.6584682	0	1	0	+	22.47	2.55	1.46
chr1	40625262	40625263	6832	-0.2904991	0	1	0	+	1.51	0.17	0.42
chr1	40630702	40630703	6833	1.344006	1	1	0	+	13.5	1.36	1.04
chr1	40650204	40650205	6838	0.0924408	0	1	0	+	10.36	0.34	0.73
chr1	40651601	40651602	6839	-0.3106665	0	1	0	-	2.96	0	0.21
chr1	40665726	40665727	6843	-0.3015188	0	1	0	+	1.42	0.68	2.71
chr1	40722824	40722825	6846	-0.3106665	0	1	0	-	2.14	0.34	0.1
chr1	40769975	40769976	6850	-0.3004936	1	1	0	-	1.06	0.34	0.21
chr1	40770936	40770937	6851	-0.3106665	0	1	0	-	3.69	0	0.52
chr1	40774364	40774365	6852	1.15027	0	1	0	+	24.23	3.39	2.4
chr1	40820570	40820571	6867	-0.3106665	0	1	0	-	4.98	0.34	0.63
chr1	40848719	40848720	6874	0.3205825	0	1	0	+	20.87	2.38	2.61
chr1	40850186	40850187	6876	4.75841	1	1	0	-	21.81	3.22	3.02
chr1	40862647	40862648	6878	-0.216368	0	1	1	+	16.61	4.24	5.73
chr1	40949105	40949106	6885	1.691969	0	1	0	-	20.81	3.73	4.38
chr1	40952669	40952670	6887	2.009776	1	1	0	-	25.68	2.72	3.86
chr1	41003934	41003935	6892	-0.2526797	0	1	0	-	13.87	1.19	3.54
chr1	41023436	41023437	6897	-0.2425067	0	1	0	+	5.47	0.34	0.42
chr1	41038292	41038293	6898	-0.3106665	0	1	0	+	1.66	0	0
chr1	41117371	41117372	6901	-0.234333	1	1	0	+	7.76	0.34	0.1
chr1	41123281	41123282	6902	-0.1543788	1	1	0	-	7.43	0.51	0.21
chr1	41240444	41240445	6905	-0.3106665	0	1	0	-	7.19	0.34	0
chr1	41263203	41263204	6907	-0.07960684	0	1	0	+	12.84	0	0.21
chr1	41268351	41268352	6908	3.292996	1	1	1	+	25.47	4.24	2.81
chr1	41282878	41282879	6911	0.4064473	1	1	0	+	14.56	0.51	1.88
chr1	41313816	41313817	6914	0.7272206	0	1	0	+	11.57	2.21	1.35
chr1	41323064	41323065	6916	-0.2599803	0	1	0	+	13.59	0.68	1.46
chr1	41355174	41355175	6918	-0.3106665	0	1	0	+	1.51	0	0.21
chr1	41361216	41361217	6919	-0.1531544	0	1	0	+	13.77	3.22	8.55
chr1	41417266	41417267	6933	1.61418	1	1	0	-	16.19	1.87	1.88
chr1	41423590	41423591	6937	-0.3004936	0	1	0	-	5.5	0	0.21
chr1	41432903	41432904	6942	3.35797	0	1	0	-	25.86	2.72	6.36
chr1	41444440	41444441	6947	2.364206	0	1	0	+	4.98	0.51	0.42
chr1	41476362	41476363	6953	-0.3106665	0	1	0	-	1.15	0	0.1
chr1	41492460	41492461	6961	3.465227	0	1	0	+	19.21	3.39	2.71
chr1	41495755	41495756	6963	0.05822936	0	1	0	-	8.85	0.17	0.52
chr1	41503968	41503969	6967	-0.3004936	0	1	0	+	3.11	0.51	0
chr1	41513572	41513573	6969	0.6527781	1	1	0	+	7.13	0.51	1.25
chr1	41516269	41516270	6970	2.547415	0	1	0	+	18.85	2.21	3.54
chr1	41530252	41530253	6976	1.419626	0	1	0	-	10.78	0.17	0.73
chr1	41574273	41574274	6984	0.2379594	0	1	0	+	17.04	0.85	0.73
chr1	41579147	41579148	6985	-0.2408381	1	1	0	-	4.35	0.51	0.42
chr1	41600108	41600109	6990	-0.3106665	0	1	0	-	5.59	0.17	0
chr1	41754638	41754639	7012	-0.3106665	0	1	0	+	1.54	0.17	0
chr1	41779583	41779584	7017	-0.3106665	0	1	0	-	1.24	0	0.1
chr1	41795572	41795573	7022	-0.3106665	0	1	0	-	1.9	0.17	0.1
chr1	41812162	41812163	7024	0.1884503	0	1	0	+	16.67	1.02	0.21
chr1	41868752	41868753	7029	-0.3004936	0	1	0	-	2.21	0	0.1
chr1	42035735	42035736	7047	-0.2904991	0	1	0	+	8.85	0.85	1.77
chr1	42147039	42147040	7056	1.583554	1	1	0	+	16.34	1.02	1.25
chr1	42173507	42173508	7061	8.517008	0	1	0	-	21.39	5.26	3.96
chr1	42177113	42177114	7062	0.0200355	0	1	0	+	16.19	1.19	0.31
chr1	42266704	42266705	7063	-0.3106665	0	1	0	-	2.57	0	0.1
chr1	42314638	42314639	7066	-0.2904991	0	1	0	+	9.36	0	0.21
chr1	42334251	42334252	7068	-0.3106665	0	1	0	-	1.84	0	0.1
chr1	42335424	42335425	7070	-0.3106665	0	1	0	-	1	0.51	1.67
chr1	42344454	42344455	7071	-0.2300567	0	1	0	+	15.19	1.02	0.21
chr1	42404194	42404195	7073	-0.2921678	0	1	0	+	1.24	0.51	0.1
chr1	42511774	42511775	7079	0.9473776	0	1	0	+	10.27	1.53	0.83
chr1	42578097	42578098	7083	-0.008991496	0	1	0	+	20.15	1.19	0.52
chr1	42731250	42731251	7095	-0.3004936	0	1	0	-	6.74	0.51	0.31
chr1	42736322	42736323	7096	0.03923917	0	1	0	+	7.85	0.51	0.52
chr1	42747329	42747330	7101	-0.0694339	0	1	0	-	12.39	0	1.15
chr1	42757158	42757159	7106	0.507403	1	1	0	-	14.14	0.85	0.83
chr1	42766051	42766052	7108	-0.2414815	0	1	0	-	6.46	0.34	0.21
chr1	42923118	42923119	7120	-0.1259904	0	1	0	+	16.34	1.36	0.52
chr1	42924560	42924561	7121	-0.3106665	0	1	0	-	2.57	0.51	3.54
chr1	42931211	42931212	7122	1.010188	1	1	0	+	11.48	0.51	0.63
chr1	43073815	43073816	7138	2.334524	0	1	0	-	19.73	3.9	1.56
chr1	43143795	43143796	7142	2.686162	0	1	1	-	23.56	5.6	3.54
chr1	43227442	43227443	7149	2.330204	0	1	0	+	20.96	2.89	2.61
chr1	43238277	43238278	7155	-0.2841973	0	1	0	+	12.99	0.68	0.42
chr1	43285593	43285594	7167	-0.3106665	0	1	0	+	0.51	0	0.63
chr1	43317069	43317070	7172	-0.2813514	0	1	0	+	2.63	0	0.1
chr1	43358225	43358226	7176	-0.293345	0	1	0	-	15.13	0.68	0.94
chr1	43368379	43368380	7181	-0.3015188	0	1	0	-	4.23	0.34	2.61
chr1	43414810	43414811	7185	0.1696694	0	1	0	-	22.05	3.56	2.5
