motif_chr	motif_start	motif_end	motif_index	salt_tolerance	strand	xchip_signal	peak_group
chr14	96741604	96741605	69360	2.827686	-	12.08	N1
chr14	34323142	34323143	64842	5.143188	-	12.08	N1
chr10	80596847	80596848	28618	2.630182	+	12.08	N1
chr15	81275228	81275229	78424	5.287175	+	12.08	N1
chr17	20993063	20993064	94370	1.79855	-	12.08	N1
chr13	107205498	107205499	62712	6.415209	+	12.08	N1
chr3	184227570	184227571	173803	2.122999	+	12.11	N1
chr12	65983838	65983839	52102	1.144999	-	12.11	N1
chr14	88492379	88492380	68346	2.659187	+	12.14	N1
chr22	25773128	25773129	156266	1.752171	-	12.14	N1
chr15	94164408	94164409	79765	3.083759	+	12.14	N1
chr12	12564222	12564223	48334	2.285679	+	12.14	N1
chr15	68550682	68550683	76702	4.078182	+	12.17	N1
chr3	73101254	73101255	167170	4.934288	+	12.17	N1
chr2	189982985	189982986	137585	2.088095	+	12.17	N1
chr10	89260534	89260535	29187	3.914981	+	12.2	N1
chr11	7442785	7442786	35423	2.983494	-	12.2	N1
chr17	43910364	43910365	96927	5.46422	+	12.2	N1
chr13	42110756	42110757	59648	1.157669	-	12.23	N1
chr22	45995014	45995015	159355	7.091166	+	12.26	N1
chr20	9913037	9913038	143252	2.581694	-	12.26	N1
chr1	196723535	196723536	17858	2.939838	+	12.26	N1
chr8	95890744	95890745	236364	2.882028	+	12.26	N1
chr10	96229717	96229718	29687	1.902707	+	12.26	N1
chr1	63616017	63616018	9058	1.942267	+	12.29	N1
chr12	66107587	66107588	52109	2.740056	-	12.29	N1
chrX	66729187	66729188	256624	1.648437	+	12.29	N1
chr9	130950866	130950867	250195	1.266124	+	12.29	N1
chr11	45110794	45110795	38008	2.204283	+	12.29	N1
chr7	100218148	100218149	224104	3.455261	-	12.32	N1
chr2	72150531	72150532	129523	3.791764	-	12.32	N1
chr5	35815775	35815776	189303	1.586066	+	12.32	N1
chr12	104790724	104790725	54170	2.340149	+	12.32	N1
chr8	10548245	10548246	230603	2.758379	+	12.36	N1
chr9	17811188	17811189	242397	1.317026	+	12.36	N1
chr20	37616022	37616023	146990	5.491051	+	12.39	N1
chr17	43880489	43880490	96916	0.09637168	-	12.42	N1
chr3	59575609	59575610	166277	5.04171	+	12.42	N1
chr13	35721128	35721129	59234	1.865334	-	12.45	N1
chr4	9123739	9123740	177394	1.683817	-	12.45	N1
chr9	113963210	113963211	248059	2.627055	-	12.45	N1
chr16	78770754	78770755	89060	7.675217	-	12.45	N1
chr13	30132728	30132729	58864	3.248848	+	12.45	N1
chr3	69121070	69121071	166905	3.260728	+	12.45	N1
chr9	84397254	84397255	245403	3.339047	+	12.45	N1
chrX	85084983	85084984	257710	2.23948	+	12.48	N1
chr18	33232215	33232216	107759	2.472115	+	12.48	N1
chr7	63015829	63015830	221522	7.381186	-	12.48	N1
chr15	74769030	74769031	77487	3.873233	-	12.48	N1
chr11	128849014	128849015	45871	2.458134	-	12.51	N1
chr4	57191071	57191072	179987	2.840556	+	12.51	N1
chrX	154715125	154715126	261731	3.727826	-	12.51	N1
chr2	22356014	22356015	125577	5.892572	+	12.54	N1
chr2	102840113	102840114	131775	7.231122	+	12.57	N1
chr10	106625044	106625045	30866	7.366754	+	12.57	N1
chr10	69789257	69789258	27237	3.977066	+	12.57	N1
chr4	187606688	187606689	186465	1.72837	+	12.6	N1
chr22	45435859	45435860	159257	3.677562	-	12.66	N1
chr3	123329020	123329021	169454	3.788025	+	12.69	N1
chr16	19223434	19223435	84080	2.401032	+	12.69	N1
chr9	72039140	72039141	244691	7.07275	+	12.69	N1
chr17	8060392	8060393	92861	2.383291	+	12.69	N1
chr20	52242821	52242822	148824	0.5982828	+	12.72	N1
chr11	123580743	123580744	45358	3.86844	+	12.72	N1
chr11	131695004	131695005	46165	3.675774	+	12.72	N1
chr18	34788136	34788137	107820	2.181416	-	12.72	N1
chrX	1581313	1581314	252765	0.4202232	-	12.75	N1
chr5	80091896	80091897	192820	2.140171	+	12.75	N1
chr11	122781597	122781598	45265	2.396603	-	12.75	N1
chr2	219560560	219560561	139570	2.013297	-	12.75	N1
chr17	19447248	19447249	94210	4.553079	-	12.75	N1
chr2	231852459	231852460	140424	1.003467	+	12.78	N1
chr10	119445524	119445525	31924	5.003979	-	12.78	N1
chr13	108961720	108961721	62805	3.460846	+	12.78	N1
chr15	36883828	36883829	74019	2.038779	+	12.78	N1
chr14	36374224	36374225	64982	1.598235	-	12.78	N1
chr7	24788267	24788268	218611	0.08044313	+	12.78	N1
chr17	65556576	65556577	99348	2.497747	-	12.78	N1
chr17	8410447	8410448	92931	4.972257	+	12.78	N1
chr15	68559779	68559780	76706	3.408621	+	12.78	N1
chr10	57657343	57657344	26507	1.55394	-	12.78	N1
chr14	99687960	99687961	69673	1.836429	-	12.78	N1
chr10	98028366	98028367	29939	4.345619	-	12.81	N1
chr10	96370755	96370756	29699	2.877346	+	12.81	N1
chr17	17641996	17641997	93875	3.167857	-	12.81	N1
chrX	49292067	49292068	255684	2.508271	+	12.81	N1
chr13	98445514	98445515	62210	2.364779	+	12.84	N1
chrX	27399078	27399079	254386	4.957496	-	12.84	N1
chr3	132352745	132352746	170682	2.140564	+	12.84	N1
chr11	59186460	59186461	38830	3.191	-	12.84	N1
chrX	154398926	154398927	261655	1.190745	+	12.87	N1
chr20	21719803	21719804	144165	2.512905	+	12.87	N1
chr2	220687421	220687422	139671	1.543947	+	12.87	N1
chr20	33169383	33169384	146402	4.344596	+	12.9	N1
chr3	125929340	125929341	169737	2.14021	+	12.9	N1
chr1	3012656	3012657	879	1.17799886343464	+	12.9	N1
chr22	44736026	44736027	159146	6.81688	-	12.9	N1
chr8	129303559	129303560	238415	1.840822	+	12.9	N1
chr2	234545110	234545111	140837	4.580777	-	12.9	N1
chr10	118241447	118241448	31772	3.835556	-	12.93	N1
chrX	131841557	131841558	260018	4.927201	+	12.93	N1
chr11	74877351	74877352	41752	4.221543	-	12.93	N1
chrX	103533613	103533614	258493	3.199495	+	12.93	N1
chr3	50542623	50542624	165333	3.275951	-	12.93	N1
chr15	72199878	72199879	77124	2.262355	+	12.96	N1
chr3	43071456	43071457	164237	2.497783	-	12.96	N1
chr18	12727248	12727249	104592	1.982415	+	12.96	N1
chr8	121248973	121248974	237798	2.878912	+	12.96	N1
chr4	173013633	173013634	185595	3.445543	+	12.96	N1
chr10	12782638	12782639	23552	3.183988	+	12.96	N1
chr4	173752803	173752804	185657	2.986906	-	12.99	N1
chr18	61582030	61582031	109707	5.270587	+	12.99	N1
chr18	3594425	3594426	103815	4.108399	-	12.99	N1
chr22	24850475	24850476	156139	1.781678	-	12.99	N1
chr15	38440445	38440446	74082	7.187878	+	12.99	N1
chr2	236343752	236343753	141061	2.937356	+	13.02	N1
chr15	64728383	64728384	76220	3.070511	-	13.02	N1
chr3	184544157	184544158	173889	1.900408	-	13.02	N1
chr14	74362504	74362505	67417	3.193613	+	13.02	N1
chr2	181954430	181954431	137227	1.762686	-	13.05	N1
chr1	5510060	5510061	1359	4.44882595049073	+	13.05	N1
chr11	120929817	120929818	45135	1.325723	-	13.05	N1
chr16	2854897	2854898	82274	1.370132	+	13.05	N1
chr19	5377664	5377665	112838	2.036265	-	13.05	N1
chr9	88578664	88578665	245734	3.364803	-	13.05	N1
chr14	65961201	65961202	66665	2.671	+	13.05	N1
chr20	18587990	18587991	143868	1.483207	+	13.08	N1
chr1	20377080	20377081	3919	3.202694	+	13.08	N1
chr14	64636873	64636874	66503	3.31118	-	13.08	N1
chr17	21457202	21457203	94488	3.69149	+	13.08	N1
chr2	85186352	85186353	130289	4.47962	+	13.08	N1
chr6	78612099	78612100	206678	0.5984299	-	13.08	N1
chr11	18722236	18722237	36447	2.176091	+	13.11	N1
chr14	104094828	104094829	70484	5.148462	+	13.11	N1
chr20	8759807	8759808	143187	2.800703	+	13.11	N1
chr1	68120349	68120350	9361	2.108761	+	13.11	N1
chr1	17984694	17984695	3489	4.6334	+	13.14	N1
chrX	1246938	1246939	252723	5.501821	+	13.14	N1
chr14	49497937	49497938	65503	1.440535	-	13.14	N1
chr13	31199921	31199922	58979	2.015169	+	13.14	N1
chr9	117487697	117487698	248363	4.702916	+	13.17	N1
chr15	100627988	100627989	80240	3.671711	+	13.17	N1
chr16	21684404	21684405	84315	2.372848	+	13.17	N1
chr14	77316087	77316088	67820	2.016636	-	13.17	N1
chr6	119117088	119117089	208824	1.213509	+	13.17	N1
chr22	37643470	37643471	157820	5.706545	+	13.2	N1
chr20	38243054	38243055	147080	3.589379	-	13.2	N1
chr15	76139667	76139668	77724	3.153316	-	13.2	N1
chr18	9516634	9516635	104273	1.991214	-	13.2	N1
chr9	130684223	130684224	250142	4.589186	+	13.23	N1
chr9	98365388	98365389	246933	1.617915	-	13.23	N1
chr14	61837787	61837788	66333	2.142545	-	13.26	N1
chr1	159089390	159089391	15381	2.239053	-	13.26	N1
chr18	2105061	2105062	103712	5.765196	+	13.26	N1
chr5	154157558	154157559	197404	1.498341	-	13.29	N1
chr3	126679418	126679419	169909	2.460168	+	13.29	N1
chr8	133203077	133203078	238711	2.391272	-	13.29	N1
chr5	168219968	168219969	198182	1.848886	-	13.32	N1
chr1	115707017	115707018	12101	2.68759	-	13.32	N1
chr15	38817884	38817885	74109	3.736422	+	13.35	N1
chr1	231932035	231932036	21270	4.340331	+	13.35	N1
chr17	17355090	17355091	93798	2.492196	+	13.35	N1
chr2	171530138	171530139	136485	3.136781	+	13.38	N1
chr15	78618583	78618584	78063	3.832984	+	13.38	N1
chr5	169302697	169302698	198296	3.048028	-	13.38	N1
chrX	153668053	153668054	261457	3.80877	-	13.38	N1
chr1	18100669	18100670	3508	4.584666	-	13.41	N1
chr15	55846296	55846297	75507	3.562514	-	13.41	N1
chrX	129607131	129607132	259832	3.945435	+	13.41	N1
chr3	101695960	101695961	168248	1.791875	+	13.41	N1
chr18	57562028	57562029	109431	1.365832	-	13.41	N1
chr3	113051388	113051389	168774	4.823552	+	13.41	N1
chr1	64137275	64137276	9099	1.844148	-	13.44	N1
chr17	8158947	8158948	92887	3.423143	-	13.44	N1
chr16	71311790	71311791	88437	5.019096	-	13.47	N1
chr22	29154566	29154567	156643	-0.07201076	-	13.47	N1
chr5	147189010	147189011	196747	4.862017	-	13.47	N1
chr14	70972564	70972565	67124	1.717128	-	13.5	N1
chr20	61229331	61229332	149784	3.049304	-	13.5	N1
chr13	45511763	45511764	59876	4.68779	+	13.5	N1
chr10	122268251	122268252	32176	2.28528	+	13.5	N1
chr3	138594853	138594854	171193	2.447023	+	13.5	N1
chr3	194594888	194594889	174636	4.005053	-	13.53	N1
chr5	107572194	107572195	193943	7.055334	-	13.53	N1
chr9	34500833	34500834	243232	4.857725	-	13.53	N1
chr10	49281632	49281633	26130	1.013129	+	13.53	N1
chr11	105001008	105001009	43579	2.298683	-	13.53	N1
chr2	232326203	232326204	140479	2.944661	-	13.56	N1
chr14	101707476	101707477	70053	4.722713	+	13.56	N1
chr2	63425018	63425019	128705	2.349877	-	13.56	N1
chr12	129193470	129193471	56963	2.7232	+	13.56	N1
chr15	81480752	81480753	78444	8.248924	+	13.59	N1
chr8	131804389	131804390	238592	2.719544	-	13.59	N1
chrX	152632672	152632673	261233	4.203786	-	13.59	N1
chrX	129637692	129637693	259834	7.671555	+	13.62	N1
chrX	103817677	103817678	258509	3.559012	-	13.62	N1
chr2	205813712	205813713	138510	2.591097	-	13.62	N1
chr14	66070917	66070918	66675	2.356169	-	13.62	N1
chr9	78439650	78439651	245079	4.476334	+	13.62	N1
chr1	4652753	4652754	1274	3.08155156846717	+	13.65	N1
chr3	130003178	130003179	170529	2.141808	-	13.65	N1
chr14	75303700	75303701	67548	2.88755	-	13.65	N1
chr9	34701449	34701450	243285	1.79146	+	13.68	N1
chr17	72560401	72560402	99891	5.892938	+	13.68	N1
chr12	7638860	7638861	47945	2.112763	-	13.68	N1
chr11	49995768	49995769	38490	1.803349	-	13.68	N1
chr13	26698872	26698873	58524	8.927567	-	13.68	N1
chr2	178280465	178280466	137046	7.449197	-	13.71	N1
chr5	8908259	8908260	187977	6.313054	+	13.71	N1
chr15	93088023	93088024	79694	3.019036	+	13.71	N1
chr11	84564788	84564789	42527	2.953729	-	13.71	N1
chr17	2353226	2353227	91960	3.566266	-	13.71	N1
chr12	124764560	124764561	56537	6.500415	-	13.74	N1
chr3	184017544	184017545	173771	1.193953	-	13.74	N1
chr2	137838676	137838677	134736	1.006019	-	13.74	N1
chr15	68674181	68674182	76718	5.908917	-	13.74	N1
chr3	85576275	85576276	167674	2.180136	-	13.77	N1
chrX	150717019	150717020	261117	1.989278	-	13.77	N1
chr2	120680460	120680461	133270	3.150616	-	13.77	N1
chr16	86761348	86761349	90170	0.7270983	+	13.77	N1
chr18	31741343	31741344	107662	8.248863	+	13.8	N1
chr19	5170596	5170597	112790	4.757628	-	13.8	N1
chrX	107718247	107718248	258739	1.884258	-	13.8	N1
chr18	47754729	47754730	108679	3.177196	-	13.84	N1
chr8	78393617	78393618	235433	4.967972	+	13.84	N1
chr1	76331191	76331192	9710	1.692477	+	13.84	N1
chr14	99518596	99518597	69628	4.6084	+	13.84	N1
chr3	112043827	112043828	168712	1.316695	-	13.87	N1
chr15	76151130	76151131	77727	3.16023	-	13.87	N1
chr11	47161738	47161739	38293	1.212973	-	13.87	N1
chr4	9703651	9703652	177473	3.08276	+	13.87	N1
chr4	113394896	113394897	182671	2.458881	+	13.9	N1
chr13	31742296	31742297	59017	2.20249	-	13.9	N1
chr6	6315853	6315854	201055	2.639216	+	13.9	N1
chr19	43271278	43271279	119424	4.577318	-	13.9	N1
chr2	175111296	175111297	136804	1.51862	+	13.93	N1
chr2	206781717	206781718	138594	1.367127	-	13.93	N1
chr8	63391474	63391475	234627	2.056068	+	13.93	N1
chr4	13431479	13431480	177729	1.774672	-	13.96	N1
chr19	41836165	41836166	119114	1.579631	-	13.96	N1
chr2	30714269	30714270	126482	3.944021	+	13.99	N1
chr2	31688517	31688518	126594	4.36983	+	13.99	N1
chr22	46006515	46006516	159362	4.388235	+	13.99	N1
chr15	98519261	98519262	80010	2.087794	+	13.99	N1
chr5	59673639	59673640	191476	0.7495074	-	13.99	N1
chr3	196522839	196522840	174873	1.741669	-	13.99	N1
chr1	18324449	18324450	3552	2.009189	+	14.02	N1
chr9	136770141	136770142	251781	1.8889	+	14.02	N1
chr11	60343298	60343299	38897	1.855324	+	14.02	N1
chr18	24119173	24119174	107289	3.951573	-	14.02	N1
chr10	27656796	27656797	24536	1.557928	+	14.05	N1
chr22	25447997	25447998	156237	2.679853	+	14.05	N1
chr9	128084056	128084057	249531	0.9766263	-	14.05	N1
chr3	195522441	195522442	174749	3.087341	-	14.05	N1
chr15	68651269	68651270	76716	4.850602	-	14.08	N1
chr3	159988711	159988712	172634	1.391423	+	14.08	N1
chrX	19991214	19991215	254004	2.157208	-	14.08	N1
chr3	157865532	157865533	172503	3.232918	+	14.08	N1
chr1	8349170	8349171	1925	2.55347688466466	-	14.08	N1
chr11	65078345	65078346	39900	1.805694	-	14.08	N1
chr3	185559203	185559204	174003	1.684206	-	14.08	N1
chr15	89647287	89647288	79295	2.709286	+	14.11	N1
chr10	106711511	106711512	30873	2.770459	+	14.11	N1
chr3	107430081	107430082	168463	2.277091	-	14.11	N1
chr11	60265805	60265806	38891	2.484048	+	14.11	N1
chr10	15434255	15434256	23800	1.086607	+	14.11	N1
chr3	129934683	129934684	170515	3.62873	-	14.11	N1
chr20	19692799	19692800	143974	3.045885	+	14.11	N1
chr12	46675857	46675858	50109	1.060447	+	14.11	N1
chrX	11137728	11137729	253382	1.765344	-	14.14	N1
chr2	5366066	5366067	124048	2.700505	-	14.14	N1
chr3	181702270	181702271	173628	2.208911	-	14.14	N1
chr22	36301478	36301479	157516	4.823691	+	14.14	N1
chr8	7091931	7091932	230231	1.641691	+	14.14	N1
chr14	65824887	65824888	66652	2.898734	-	14.14	N1
chr3	69306552	69306553	166912	2.073736	-	14.17	N1
chr6	163170460	163170461	211672	4.26802	+	14.17	N1
chr14	104826592	104826593	70759	0.9001049	-	14.17	N1
chr15	88246994	88246995	79079	5.744022	-	14.17	N1
chrX	110168073	110168074	258876	1.934413	+	14.17	N1
chr12	118850427	118850428	55649	3.923341	+	14.2	N1
chr8	142634858	142634859	239953	7.354412	+	14.2	N1
chr9	83334427	83334428	245318	2.28042	+	14.2	N1
chr1	48202351	48202352	7808	3.448458	-	14.2	N1
chr15	85486129	85486130	78897	1.562536	+	14.2	N1
chr7	31782600	31782601	219258	1.782721	+	14.2	N1
chr17	28548364	28548365	94828	1.7192	+	14.2	N1
chr18	45621160	45621161	108447	2.223889	+	14.23	N1
chr3	115784670	115784671	168938	3.22164	-	14.23	N1
chr13	26930440	26930441	58546	3.998028	-	14.23	N1
chr9	72592936	72592937	244721	4.784951	-	14.23	N1
chr15	99076899	99076900	80073	3.297019	-	14.23	N1
chr7	42014824	42014825	220009	3.296234	+	14.23	N1
chr14	104708815	104708816	70701	3.607512	-	14.26	N1
chr14	105090666	105090667	70865	2.610096	+	14.26	N1
chrX	72126755	72126756	257029	3.747065	-	14.29	N1
chr4	9381444	9381445	177437	0.6133564	+	14.29	N1
chr9	133589611	133589612	250749	1.505947	+	14.29	N1
chr4	104860715	104860716	182224	2.340396	-	14.29	N1
chr22	38114672	38114673	157934	4.168916	+	14.29	N1
chr5	170070990	170070991	198359	1.707542	-	14.32	N1
chr1	47755610	47755611	7737	2.370597	-	14.32	N1
chr22	43388513	43388514	158905	5.390501	+	14.32	N1
chr15	57861228	57861229	75636	5.505515	-	14.32	N1
chr10	94280278	94280279	29555	3.518582	+	14.32	N1
chr19	51097573	51097574	120932	3.012419	-	14.35	N1
chr20	12012419	12012420	143394	2.429262	+	14.35	N1
chr19	12059642	12059643	114044	3.196847	+	14.35	N1
chr2	21317336	21317337	125538	2.440591	-	14.35	N1
chr13	75696005	75696006	61227	6.682629	+	14.38	N1
chr2	11418152	11418153	124749	2.598493	+	14.38	N1
chr17	17496991	17496992	93832	2.555239	+	14.38	N1
chr1	189859568	189859569	17600	3.567849	+	14.38	N1
chr19	53746496	53746497	121226	2.887999	-	14.41	N1
chr2	24825230	24825231	125776	2.617426	+	14.41	N1
chr3	100590742	100590743	168186	5.81348	-	14.41	N1
chr2	211158044	211158045	138834	2.384634	-	14.41	N1
chr6	6131691	6131692	201040	1.232299	-	14.41	N1
chr22	28855792	28855793	156608	1.945504	+	14.41	N1
chr21	30341171	30341172	152088	3.000195	+	14.44	N1
chr19	44552487	44552488	119573	2.884934	+	14.44	N1
chr10	511193	511194	22539	4.329828	+	14.44	N1
chr15	79028544	79028545	78157	4.611963	+	14.44	N1
chr2	189094488	189094489	137524	1.047908	+	14.44	N1
chr2	31524061	31524062	126580	3.866955	-	14.47	N1
chr3	193606086	193606087	174525	1.630802	-	14.47	N1
chr16	50806712	50806713	86488	4.361474	-	14.47	N1
chrX	153507715	153507716	261390	5.063628	-	14.47	N1
chr14	80987617	80987618	68026	2.391405	-	14.47	N1
chr22	39311067	39311068	158197	1.730725	-	14.47	N1
chr5	82794011	82794012	192986	2.198967	-	14.5	N1
chr15	81939783	81939784	78475	2.347997	-	14.5	N1
chr17	74368445	74368446	100191	3.830823	+	14.5	N1
chr3	141303572	141303573	171475	3.559121	+	14.5	N1
chr20	59571720	59571721	149596	4.360795	+	14.5	N1
chr2	1550887	1550888	123623	3.230475	-	14.53	N1
chr12	3275626	3275627	47385	3.573861	-	14.53	N1
chr2	79219578	79219579	130029	1.906453	-	14.53	N1
chr18	10787498	10787499	104408	2.071813	+	14.56	N1
chr16	5239714	5239715	82791	1.789914	+	14.56	N1
chr18	23131901	23131902	107192	2.575723	+	14.56	N1
chr14	74905858	74905859	67496	2.461865	-	14.56	N1
chr15	57561168	57561169	75613	7.594413	+	14.59	N1
chr3	156044059	156044060	172358	3.158123	+	14.59	N1
chrX	47193681	47193682	255446	3.505655	+	14.59	N1
chr8	69942526	69942527	235009	2.76938	+	14.59	N1
chr2	174700177	174700178	136776	1.793579	+	14.59	N1
chr5	58886818	58886819	191425	2.194647	+	14.62	N1
chr12	52279239	52279240	50818	-0.2742028	-	14.62	N1
chr3	186615041	186615042	174122	9.183686	+	14.62	N1
chrX	37825424	37825425	254787	0.9330298	-	14.62	N1
chr15	42084562	42084563	74555	3.006474	-	14.65	N1
chr1	240149680	240149681	21864	1.133361	-	14.68	N1
chr11	19557862	19557863	36522	3.791376	+	14.68	N1
chr3	179649776	179649777	173526	2.007774	+	14.71	N1
chr15	83248583	83248584	78628	4.081427	+	14.71	N1
chr15	89556855	89556856	79286	3.845323	-	14.71	N1
chr13	67238481	67238482	60908	1.801146	-	14.74	N1
chrX	153669449	153669450	261459	2.770983	-	14.74	N1
chr11	2151609	2151610	34800	3.164128	-	14.74	N1
chr10	100999269	100999270	30260	1.601738	+	14.74	N1
chr3	51502224	51502225	165428	2.304718	+	14.74	N1
chr19	1781996	1781997	111768	2.265138	+	14.74	N1
chr4	9532256	9532257	177456	2.062718	+	14.74	N1
chr4	4107669	4107670	176372	1.427637	-	14.77	N1
chr10	113563641	113563642	31345	2.025908	-	14.77	N1
chr2	54838740	54838741	128234	2.861426	-	14.77	N1
chr15	40321071	40321072	74257	2.867445	+	14.77	N1
chr14	74861093	74861094	67492	4.625954	+	14.77	N1
chr8	20133869	20133870	231306	2.296437	-	14.77	N1
chr6	40308879	40308880	204307	5.908822	-	14.77	N1
chr10	117443074	117443075	31685	2.580993	+	14.8	N1
chr21	40144025	40144026	153003	3.440443	+	14.8	N1
chr8	3284765	3284766	229992	2.176031	+	14.8	N1
chr5	17189599	17189600	188573	3.320042	-	14.8	N1
chr22	46803533	46803534	159576	4.06276	-	14.8	N1
chr4	81069940	81069941	181065	3.273393	+	14.83	N1
chr8	142447668	142447669	239867	3.468458	-	14.83	N1
chr1	153404928	153404929	14557	2.986177	-	14.83	N1
chr11	69801720	69801721	40914	2.619758	-	14.86	N1
chr6	41424667	41424668	204454	3.669814	+	14.86	N1
chr19	42529441	42529442	119304	4.203583	-	14.86	N1
chr10	100046216	100046217	30124	4.085079	-	14.86	N1
chr11	121194915	121194916	45156	3.063389	-	14.86	N1
chr20	8305634	8305635	143165	2.110223	-	14.89	N1
chr5	143825307	143825308	196586	2.201507	-	14.89	N1
chr14	90235528	90235529	68481	7.931551	-	14.89	N1
chr12	119115483	119115484	55671	10.5109	+	14.89	N1
chr4	120050070	120050071	182949	2.779409	-	14.89	N1
chr5	37775079	37775080	189428	2.905571	+	14.89	N1
chr9	91727448	91727449	246086	1.935994	-	14.92	N1
chr13	99656301	99656302	62339	1.658427	+	14.92	N1
chr1	63327763	63327764	9033	2.900235	+	14.92	N1
chrX	100685869	100685870	258285	2.953088	+	14.92	N1
chr17	21280177	21280178	94428	3.316223	+	14.92	N1
chr8	72018728	72018729	235142	4.332066	+	14.95	N1
chr17	13024643	13024644	93366	1.761246	+	14.95	N1
chr10	25875756	25875757	24397	2.781449	+	14.95	N1
chr8	72155377	72155378	235147	3.465635	-	14.95	N1
chr8	139405939	139405940	239189	2.713191	+	14.95	N1
chr22	26645466	26645467	156366	3.923493	-	14.95	N1
chr22	26756799	26756800	156378	2.030505	+	14.95	N1
chr11	60363652	60363653	38902	3.09839	+	14.98	N1
chr19	34712873	34712874	118025	3.195258	-	14.98	N1
chr22	30634587	30634588	156878	2.669045	+	14.98	N1
chr1	50368641	50368642	7953	1.883514	+	14.98	N1
chr2	68943675	68943676	129106	2.590802	+	14.98	N1
chr12	13278345	13278346	48397	2.935484	+	15.01	N1
chr14	23328213	23328214	64168	3.638915	+	15.01	N1
chr10	103564988	103564989	30627	4.46287	-	15.01	N1
chr10	60100345	60100346	26653	1.185418	+	15.04	N1
chr5	31186862	31186863	188977	1.031612	-	15.04	N1
chr20	16821665	16821666	143678	3.368991	-	15.04	N1
chr12	102949032	102949033	54006	3.261121	+	15.04	N1
chr4	64585161	64585162	180208	1.059252	-	15.07	N1
chr15	88450375	88450376	79106	4.686683	-	15.07	N1
chr17	3737871	3737872	92178	1.935759	+	15.07	N1
chr13	110819625	110819626	62997	5.596825	-	15.07	N1
chr14	76710305	76710306	67708	1.564855	+	15.07	N1
chr3	14468252	14468253	162282	2.290911	-	15.1	N1
chr8	135452548	135452549	238936	3.011798	+	15.1	N1
chr2	100985041	100985042	131599	2.668249	-	15.1	N1
chr2	227884601	227884602	140085	2.536266	-	15.1	N1
chr2	238970663	238970664	141540	5.280642	-	15.1	N1
chr5	35926643	35926644	189309	2.41167	-	15.1	N1
chr2	232292809	232292810	140472	1.555996	-	15.1	N1
chr11	87421539	87421540	42695	2.078995	-	15.13	N1
chr18	80157930	80157931	110955	3.444423	+	15.16	N1
chr6	18823992	18823993	201985	5.417052	-	15.16	N1
chr4	113547732	113547733	182677	7.702164	+	15.16	N1
chr9	34603840	34603841	243261	3.331569	-	15.16	N1
chr15	73964916	73964917	77314	4.552524	-	15.19	N1
chr2	152635856	152635857	135420	5.753129	-	15.19	N1
chr14	76387350	76387351	67670	4.355002	-	15.22	N1
chr1	20361983	20361984	3915	4.259248	+	15.22	N1
chr17	4889253	4889254	92377	1.741463	-	15.22	N1
chr7	43986063	43986064	220180	4.721907	+	15.22	N1
chr4	89254954	89254955	181564	3.440734	+	15.22	N1
chr1	50348887	50348888	7948	7.182882	-	15.25	N1
chr17	20009311	20009312	94275	3.703906	-	15.25	N1
chr8	107908522	107908523	237192	1.232731	+	15.25	N1
chr18	74196568	74196569	110286	3.346526	+	15.25	N1
chr7	17640924	17640925	218156	1.861463	+	15.25	N1
chr2	17646256	17646257	125177	5.207066	+	15.29	N1
chr18	12237384	12237385	104548	3.759767	-	15.29	N1
chr16	33961710	33961711	85853	1.382205	-	15.32	N1
chr7	70829331	70829332	222151	3.609397	+	15.32	N1
chr21	17387218	17387219	151577	1.584288	+	15.32	N1
chr6	152897991	152897992	210809	2.934915	-	15.32	N1
chr5	16791222	16791223	188543	1.236983	+	15.32	N1
chr7	136406387	136406388	226720	2.336657	+	15.35	N1
chr2	119174641	119174642	133046	5.571641	-	15.35	N1
chr1	152347321	152347322	14450	2.178666	-	15.35	N1
chr5	101678793	101678794	193731	2.057578	-	15.38	N1
chr5	16456418	16456419	188510	1.570845	-	15.38	N1
chr9	27333335	27333336	242849	2.838711	+	15.38	N1
chr8	7355403	7355404	230280	1.172218	+	15.38	N1
chr11	68206313	68206314	40602	3.04515	-	15.38	N1
chr1	115112980	115112981	12042	4.216993	-	15.38	N1
chr10	116788243	116788244	31628	3.409961	-	15.38	N1
chr1	178031997	178031998	16840	2.753775	+	15.38	N1
chr2	33395851	33395852	126703	2.172394	-	15.38	N1
chr11	15208811	15208812	36141	3.892461	-	15.41	N1
chr16	78235384	78235385	89027	4.53165	-	15.41	N1
chrX	154013794	154013795	261590	3.162325	+	15.41	N1
chr2	153519474	153519475	135472	1.861291	-	15.41	N1
chr14	23562910	23562911	64220	3.437679	-	15.41	N1
chr17	63946945	63946946	99158	2.008233	-	15.41	N1
chr8	12665666	12665667	230909	2.46674	-	15.41	N1
chr11	44911510	44911511	37957	3.222899	-	15.41	N1
chr20	8853963	8853964	143194	4.002225	+	15.41	N1
chr10	123994792	123994793	32414	5.805665	+	15.41	N1
chr15	43903962	43903963	74714	3.568617	+	15.44	N1
chr22	24423877	24423878	156057	0.6402823	+	15.44	N1
chr16	77971752	77971753	89004	2.954995	-	15.44	N1
chr14	76913770	76913771	67743	1.714457	+	15.44	N1
chr16	28317254	28317255	84926	2.672767	-	15.44	N1
chr1	55375844	55375845	8515	6.036754	+	15.47	N1
chr12	27821359	27821360	49143	0.8462209	-	15.47	N1
chr2	72993261	72993262	129594	4.374775	+	15.47	N1
