motif_chr	motif_start	motif_end	motif_index	salt_tolerance	strand	xchip_signal	peak_group
chr4	57426977	57426978	179999	0.4221791	+	11.9	N3
chr13	60396951	60396952	60695	-0.2009682	+	11.93	N3
chr17	18248424	18248425	94018	0.09991988	+	11.93	N3
chr5	98827357	98827358	193633	-0.1808008	-	11.93	N3
chr9	73107705	73107706	244767	-0.2009682	+	11.96	N3
chr3	13027469	13027470	161977	-0.02479638	+	11.96	N3
chrX	3638466	3638467	252916	0.08774778	-	11.96	N3
chr15	55439868	55439869	75474	0.1589319	-	11.96	N3
chr5	137660517	137660518	195835	0.04169474	+	11.96	N3
chr4	1910847	1910848	175880	-0.07548262	-	11.99	N3
chr13	46126808	46126809	59914	-0.2913459	+	11.99	N3
chr11	17386809	17386810	36285	1.148799	+	11.99	N3
chr4	138522620	138522621	183762	-0.1311398	-	11.99	N3
chr3	52291626	52291627	165572	-0.1394656	+	12.02	N3
chr14	100827302	100827303	69924	0.1754315	+	12.02	N3
chr10	80924528	80924529	28647	0.1092709	-	12.02	N3
chr4	4430780	4430781	176425	0.2375568	-	12.02	N3
chr8	101333062	101333063	236802	-0.1561787	+	12.05	N3
chr14	55732082	55732083	65928	0.1053998	+	12.05	N3
chr20	46152055	46152056	147943	0.032547	-	12.05	N3
chr14	68863406	68863407	66886	-0.1618107	+	12.05	N3
chr21	45128797	45128798	154002	-0.1992996	-	12.05	N3
chr17	50806570	50806571	98088	-0.2103193	+	12.08	N3
chr16	85760018	85760019	89992	-0.10113	-	12.08	N3
chr10	81019322	81019323	28653	0.04723449	-	12.08	N3
chr3	16828962	16828963	162542	-0.2111412	+	12.08	N3
chr4	36351285	36351286	178852	0.06954451	+	12.08	N3
chr13	27533266	27533267	58604	0.331471	+	12.08	N3
chr19	13903343	13903344	114368	-0.2223393	+	12.08	N3
chr1	54311167	54311168	8355	0.07775332	+	12.11	N3
chr9	68845185	68845186	244483	-0.2090532	-	12.11	N3
chr3	167928202	167928203	172963	-0.09198222	+	12.14	N3
chr17	74770900	74770901	100263	-0.06110809	-	12.14	N3
chr17	16415122	16415123	93629	-0.219467	-	12.14	N3
chr1	210584548	210584549	19368	-0.08078407	+	12.14	N3
chr11	43573451	43573452	37779	0.3023079	-	12.17	N3
chr4	118224439	118224440	182846	-0.1680203	-	12.17	N3
chrX	52261650	52261651	255875	0.2235759	-	12.17	N3
chr3	160486580	160486581	172665	-0.1013259	-	12.2	N3
chr8	41512378	41512379	233145	-0.2428372	-	12.2	N3
chr5	150175728	150175729	197029	0.1123841	-	12.2	N3
chr6	55276939	55276940	205653	-0.1514857	+	12.23	N3
chr17	50695273	50695274	98071	-0.2204922	-	12.26	N3
chr1	103515120	103515121	11142	-0.05032671	-	12.26	N3
chr8	14264517	14264518	230999	-0.007931272	-	12.26	N3
chr1	206506155	206506156	18961	-0.05547615	+	12.26	N3
chr15	68155152	68155153	76643	-0.2003248	-	12.26	N3
chr13	24229019	24229020	58324	-0.122814	-	12.29	N3
chr14	51996327	51996328	65679	-0.1691975	+	12.29	N3
chr5	179870726	179870727	199786	0.08623114	+	12.29	N3
chr14	34098880	34098881	64830	-0.1402875	-	12.29	N3
chr8	58459814	58459815	234319	0.04389717	+	12.29	N3
chr3	48988011	48988012	165006	0.4027721	+	12.32	N3
chr17	43389568	43389569	96840	0.2132509	-	12.32	N3
chr2	105287974	105287975	131895	-0.266029	-	12.32	N3
chr10	133307892	133307893	33895	-0.001604613	+	12.32	N3
chr11	128956642	128956643	45895	-0.1543316	-	12.36	N3
chr5	37555112	37555113	189408	-0.1514857	-	12.36	N3
chr3	150865473	150865474	172057	-0.1146402	-	12.39	N3
chr15	91050016	91050017	79481	0.04923364	-	12.42	N3
chr6	41801617	41801618	204550	-0.219467	+	12.42	N3
chr11	112588349	112588350	44032	-0.04117898	+	12.45	N3
chr16	9160300	9160301	83098	0.06292237	+	12.45	N3
chr15	51776369	51776370	75244	0.4711352	-	12.45	N3
chr3	40179148	40179149	163952	0.1076022	-	12.45	N3
chr15	51537170	51537171	75231	-0.132317	+	12.45	N3
chrX	155049200	155049201	261762	0.1845793	+	12.45	N3
chr11	112795368	112795369	44056	0.2904663	-	12.45	N3
chr9	70602643	70602644	244613	-0.1618107	-	12.48	N3
chr10	133247140	133247141	33863	-0.1201201	+	12.48	N3
chr12	102769754	102769755	53982	0.04008591	-	12.48	N3
chr15	56821896	56821897	75555	-0.05011322	+	12.48	N3
chr20	38659091	38659092	147140	0.15811	+	12.51	N3
chr20	53291739	53291740	148887	-0.1239912	-	12.51	N3
chr13	27380152	27380153	58589	0.6608349	+	12.51	N3
chr14	37149897	37149898	65036	-0.1244827	-	12.54	N3
chr6	42964009	42964010	204699	-0.09062652	+	12.57	N3
chr5	157471921	157471922	197643	-0.07128103	-	12.57	N3
chr10	110746544	110746545	31122	-0.06028617	+	12.57	N3
chr1	112358974	112358975	11814	0.289289	+	12.6	N3
chr3	58463855	58463856	166187	-0.1514857	+	12.66	N3
chr8	143306815	143306816	240128	0.1682829	-	12.69	N3
chr19	13428550	13428551	114295	0.1334016	-	12.69	N3
chr7	124101380	124101381	225689	0.2167667	+	12.69	N3
chr6	69487900	69487901	206179	0.2880646	-	12.69	N3
chr15	59725090	59725091	75780	-0.1311398	+	12.72	N3
chr1	222387627	222387628	20146	0.1907889	-	12.72	N3
chr11	77101341	77101342	42089	0.04923364	-	12.72	N3
chr10	100969283	100969284	30252	0.04254147	+	12.72	N3
chr14	102918047	102918048	70239	0.01159269	-	12.75	N3
chr2	86764922	86764923	130486	-0.03117028	+	12.75	N3
chr3	155995743	155995744	172349	-0.1634793	+	12.75	N3
chr4	74932946	74932947	180701	-0.1587863	+	12.75	N3
chrX	45070592	45070593	255320	0.05700489	-	12.75	N3
chr5	149128220	149128221	196883	0.01473405	-	12.78	N3
chr3	152472143	152472144	172145	0.06573324	-	12.78	N3
chr15	88476748	88476749	79111	-0.2306651	+	12.78	N3
chr6	108519150	108519151	208173	-0.1824695	+	12.78	N3
chr15	78482538	78482539	78051	-0.1543316	-	12.78	N3
chr1	9234595	9234596	2053	-0.182469496649378	+	12.78	N3
chr7	64630599	64630600	221677	-0.02268023	-	12.78	N3
chr9	38672536	38672537	243744	0.2194606	-	12.78	N3
chr4	106898822	106898823	182313	-0.1239912	-	12.78	N3
chr8	69621901	69621902	234989	-0.1843166	-	12.78	N3
chr22	30391273	30391274	156827	0.3382594	+	12.78	N3
chr5	179494231	179494232	199723	-0.007814269	-	12.81	N3
chr11	128172491	128172492	45805	-0.04844457	+	12.81	N3
chr7	909007	909008	216467	0.1388815	+	12.81	N3
chr2	162890897	162890898	135977	0.2096182	+	12.81	N3
chr9	121684547	121684548	248636	0.1682829	-	12.84	N3
chr3	184371720	184371721	173853	0.2479538	+	12.84	N3
chr3	10758749	10758750	161660	-0.03648596	+	12.84	N3
chr1	41263203	41263204	6907	-0.07960684	+	12.84	N3
chr10	72274917	72274918	27710	0.03724002	+	12.87	N3
chr20	32337093	32337094	146266	-0.2499858	+	12.87	N3
chr3	171453420	171453421	173175	-0.1201201	-	12.87	N3
chr17	47802581	47802582	97546	-0.01095563	-	12.9	N3
chr3	132399506	132399507	170685	0.1845793	-	12.9	N3
chr8	94272526	94272527	236245	0.08411499	-	12.9	N3
chr17	79811528	79811529	101444	-0.04926649	-	12.9	N3
chr8	119980409	119980410	237738	-0.1931762	+	12.9	N3
chr8	102807680	102807681	236917	0.2185524	+	12.9	N3
chr12	6735867	6735868	47817	-0.2296399	+	12.93	N3
chr4	17324569	17324570	178013	0.3364595	-	12.93	N3
chr4	154559586	154559587	184768	-0.2007273	+	12.93	N3
chr3	134224738	134224739	170848	-0.009482927	-	12.93	N3
chr19	14043203	14043204	114393	0.2108843	-	12.93	N3
chr13	28324390	28324391	58685	-0.164996	+	12.96	N3
chr6	128725819	128725820	209290	-0.02132453	+	12.96	N3
chr17	78708699	78708700	101138	0.009745556	-	12.96	N3
chr11	65250521	65250522	39936	-0.07960684	-	12.96	N3
chr20	36754778	36754779	146859	-0.0694339	-	12.96	N3
chr4	43132178	43132179	179317	-0.03194496	+	12.96	N3
chr17	81291913	81291914	101849	0.1533	+	12.99	N3
chr20	47150815	47150816	148100	-0.1901519	-	12.99	N3
chr3	106609897	106609898	168422	0.04503206	-	12.99	N3
chr2	182763505	182763506	137265	0.123648	+	12.99	N3
chr3	48273803	48273804	164875	-0.02725195	+	12.99	N3
chr2	95115523	95115524	130897	-0.1091253	-	13.02	N3
chr12	2944794	2944795	47306	0.1856045	-	13.02	N3
chr3	149808417	149808418	171962	-0.10113	-	13.02	N3
chr8	65834745	65834746	234752	0.2863959	+	13.02	N3
chr17	76460725	76460726	100665	-0.1830033	+	13.05	N3
chr4	158496224	158496225	184955	0.2857733	+	13.05	N3
chr15	43376292	43376293	74666	0.08423199	+	13.05	N3
chr20	53594170	53594171	148918	-0.1121496	-	13.05	N3
chr3	142929318	142929319	171596	-0.1746775	+	13.05	N3
chr3	54428468	54428469	165859	0.3864758	+	13.05	N3
chr19	35820167	35820168	118220	0.3188075	-	13.05	N3
chr12	110355264	110355265	54756	-0.1413128	+	13.08	N3
chrX	38754302	38754303	254838	-0.1109724	+	13.08	N3
chr16	4548933	4548934	82650	-0.154823	-	13.08	N3
chr7	22660924	22660925	218434	0.4500289	-	13.08	N3
chr6	104527942	104527943	207875	0.02955766	+	13.08	N3
chr3	5305573	5305574	161200	-0.04926649	+	13.08	N3
chr17	4566884	4566885	92316	-0.01042185	+	13.11	N3
chr1	9942523	9942524	2198	-0.0283121713192564	-	13.11	N3
chr15	70512918	70512919	76962	0.3262865	-	13.11	N3
chr8	19267811	19267812	231242	0.2903143	-	13.11	N3
chr17	40441159	40441160	96326	-0.03161447	+	13.14	N3
chr14	24297030	24297031	64324	0.03539289	-	13.14	N3
chr10	67521123	67521124	27030	-0.03496932	-	13.14	N3
chr12	85575890	85575891	53044	0.1662117	+	13.14	N3
chr4	102731345	102731346	182132	-0.2038406	+	13.17	N3
chr7	105153072	105153073	224754	0.1857565	+	13.17	N3
chr20	29765171	29765172	146059	-0.01874766	-	13.17	N3
chr3	10225092	10225093	161552	-0.04926649	-	13.17	N3
chr3	170037917	170037918	173074	0.3170668	+	13.17	N3
chr1	54181881	54181882	8328	0.08338526	+	13.2	N3
chr3	157532779	157532780	172483	0.0890172	+	13.2	N3
chr12	751431	751432	47053	-0.1699844	-	13.2	N3
chr1	10910100	10910101	2343	0.350503521933345	-	13.2	N3
chr15	68925065	68925066	76745	-0.09977425	-	13.23	N3
chr3	193788309	193788310	174540	-0.1007995	+	13.23	N3
chr18	46281348	46281349	108519	-0.003764703	+	13.26	N3
chr11	66883340	66883341	40295	0.1265924	-	13.26	N3
chr7	118870436	118870437	225483	-0.1455143	+	13.26	N3
chr10	113799781	113799782	31371	-0.04178741	+	13.29	N3
chr10	12656720	12656721	23539	-0.05445094	-	13.29	N3
chr5	176870212	176870213	199235	-0.1082785	+	13.29	N3
chr11	93543421	93543422	42977	-0.1799789	-	13.32	N3
chr19	39897951	39897952	118755	-0.005475705	+	13.32	N3
chr11	119145060	119145061	44832	-0.1413128	+	13.35	N3
chr3	46923671	46923672	164697	-0.03361362	+	13.35	N3
chr6	160103521	160103522	211451	-0.192151	-	13.35	N3
chr9	36450329	36450330	243477	-0.1054925	+	13.38	N3
chr17	1276338	1276339	91770	0.08411499	+	13.38	N3
chr3	16268250	16268251	162491	-0.1685117	+	13.38	N3
chr15	79007312	79007313	78153	-0.0375743	-	13.38	N3
chr2	137866144	137866145	134738	-0.07101367	+	13.41	N3
chr8	28701536	28701537	232228	-0.1394656	+	13.41	N3
chr18	48476071	48476072	108758	0.2281169	+	13.41	N3
chr8	63262092	63262093	234620	-0.181826	+	13.41	N3
chr10	100518930	100518931	30174	-0.1931762	-	13.41	N3
chrX	154981010	154981011	261758	0.1307517	+	13.41	N3
chr12	113647282	113647283	55169	0.02437321	+	13.44	N3
chr13	32669239	32669240	59094	-0.0931171	-	13.44	N3
chr11	62909311	62909312	39398	0.395963	+	13.47	N3
chr6	33958751	33958752	203533	-0.09977425	+	13.47	N3
chr3	168165842	168165843	172984	-0.07960684	-	13.47	N3
chr3	165206894	165206895	172845	0.3993426	+	13.5	N3
chr1	86502309	86502310	10204	0.02200653	-	13.5	N3
chr20	30585497	30585498	146094	-0.1223226	+	13.5	N3
chr2	176111400	176111401	136879	-0.003273271	+	13.5	N3
chr3	58640803	58640804	166218	0.4807744	+	13.5	N3
chr2	55961499	55961500	128305	-0.2243385	-	13.53	N3
chr9	129103258	129103259	249749	-0.07045911	+	13.53	N3
chr22	27880989	27880990	156533	0.01170969	+	13.53	N3
chr14	36557004	36557005	65000	-0.02010336	-	13.53	N3
chr10	119617092	119617093	31948	-0.04296464	+	13.53	N3
chr2	197075929	197075930	137947	0.1180161	+	13.56	N3
chr1	43946646	43946647	7263	-0.1396791	-	13.56	N3
chr1	87953935	87953936	10297	0.1510975	-	13.56	N3
chr3	129650468	129650469	170503	-0.132317	+	13.56	N3
chr19	3761755	3761756	112397	0.7805715	+	13.59	N3
chr18	32158207	32158208	107697	0.1749401	+	13.59	N3
chr16	18946353	18946354	84045	0.06957952	-	13.59	N3
chr15	77659900	77659901	77877	-0.06413245	+	13.62	N3
chr8	33106797	33106798	232540	0.08202956	-	13.62	N3
chr4	8176998	8176999	177149	-0.1099472	+	13.62	N3
chr6	84967583	84967584	206990	-0.06110809	-	13.62	N3
chr19	16778986	16778987	114882	-0.1486134	+	13.62	N3
chr12	116599827	116599828	55448	0.09023837	-	13.65	N3
chr8	4837982	4837983	230066	0.3957406	+	13.65	N3
chr5	141213875	141213876	196268	0.2754483	+	13.65	N3
chr2	1546188	1546189	123619	0.3891697	-	13.68	N3
chr11	100855660	100855661	43357	-0.1763461	-	13.68	N3
chr5	10690017	10690018	188155	0.1282611	-	13.68	N3
chr3	39101297	39101298	163841	-0.08547708	+	13.68	N3
chr11	15006327	15006328	36119	0.04674306	-	13.68	N3
chr1	44103600	44103601	7301	0.1604486	+	13.71	N3
chr13	39942980	39942981	59465	-0.1201201	-	13.71	N3
chr1	1402167	1402168	360	-0.0299458134978646	-	13.71	N3
chr19	13262572	13262573	114279	-0.09663289	-	13.71	N3
chr17	70144426	70144427	99753	0.0153775	-	13.71	N3
chr18	3129452	3129453	103780	0.6050081	-	13.74	N3
chr6	57268264	57268265	205772	-0.1085026	+	13.74	N3
chr5	103582551	103582552	193816	-0.1689592	+	13.74	N3
chr10	103069800	103069801	30559	0.08774778	-	13.74	N3
chr8	132055625	132055626	238606	0.0687576	+	13.77	N3
chr1	41361216	41361217	6919	-0.1531544	+	13.77	N3
chr4	55184805	55184806	179853	-0.04329513	+	13.77	N3
chr19	46432095	46432096	119997	0.0805992	-	13.77	N3
chr15	58043408	58043409	75652	-0.02892061	+	13.8	N3
chr8	53808940	53808941	233962	-0.07049412	-	13.8	N3
chr1	22208465	22208466	4206	-0.1402875	-	13.8	N3
chr1	170074860	170074861	16327	-0.03581606	-	13.84	N3
chr17	28613458	28613459	94839	0.03372423	-	13.84	N3
chrX	119981851	119981852	259387	-0.1675289	+	13.84	N3
chr17	50198420	50198421	97969	0.02906623	-	13.84	N3
chr2	121897756	121897757	133448	0.1152423	+	13.87	N3
chr6	70103994	70103995	206213	0.1230766	+	13.87	N3
chr8	86893096	86893097	235889	-0.2408381	+	13.87	N3
chrX	15761782	15761783	253678	-0.04481177	+	13.87	N3
chr1	61641916	61641917	8934	-0.1402875	-	13.9	N3
chrX	119730107	119730108	259365	0.2804718	-	13.9	N3
chr5	115246579	115246580	194390	-0.1653264	-	13.9	N3
chr11	78715909	78715910	42222	0.05773792	-	13.9	N3
chr15	78108519	78108520	77991	-0.1116159	-	13.93	N3
chr9	33452956	33452957	243140	-0.08977978	-	13.93	N3
chr15	56496729	56496730	75544	-0.2599803	+	13.93	N3
chr8	140437836	140437837	239370	-0.1909738	+	13.96	N3
chr16	21935260	21935261	84332	-0.1113749	-	13.96	N3
chr13	26985473	26985474	58554	0.01849074	+	13.99	N3
chr2	160110132	160110133	135828	-0.005967137	+	13.99	N3
chr5	172903075	172903076	198737	-0.05211237	-	13.99	N3
chr2	227766489	227766490	140077	0.005383031	-	13.99	N3
chr14	75709402	75709403	67599	0.04638776	+	13.99	N3
chr3	11335199	11335200	161762	-0.1634793	-	13.99	N3
chr14	20697920	20697921	63836	-0.0002489133	+	14.02	N3
chr10	11792943	11792944	23450	-0.1043152	+	14.02	N3
chr15	48352650	48352651	75020	0.1528832	+	14.02	N3
chr13	26184892	26184893	58488	-0.05865252	+	14.02	N3
chr20	49246672	49246673	148377	-0.08532507	+	14.05	N3
chr2	177489898	177489899	136988	-0.2306651	+	14.05	N3
chr10	30241316	30241317	24724	-0.004298479	-	14.05	N3
chr3	186259710	186259711	174079	-0.1699844	+	14.05	N3
chr22	41597465	41597466	158537	0.1312854	-	14.08	N3
chr5	60649502	60649503	191523	-0.1504605	-	14.08	N3
chr3	13500314	13500315	162100	0.3094125	+	14.08	N3
chr15	69478414	69478415	76811	0.7107275	+	14.08	N3
chr8	18197490	18197491	231180	-0.01144706	-	14.08	N3
chr6	73134700	73134701	206374	0.5623347	-	14.08	N3
chr10	97572423	97572424	29875	0.1467598	+	14.08	N3
chr17	16386814	16386815	93626	-0.08063205	+	14.11	N3
chrX	13658825	13658826	253569	-0.06530967	+	14.11	N3
chr12	45543997	45543998	50035	-0.02646504	+	14.11	N3
chr5	102681582	102681583	193771	0.09874265	+	14.11	N3
chr3	4720841	4720842	161134	-0.1876963	+	14.11	N3
chr16	53743271	53743272	86697	-0.1433119	+	14.11	N3
chr8	19779709	19779710	231283	0.1026137	+	14.11	N3
chr18	624198	624199	103645	-0.005967137	+	14.11	N3
chr4	174365198	174365199	185686	0.2408052	+	14.14	N3
chr2	112691063	112691064	132582	-0.1728303	-	14.14	N3
chr11	88103807	88103808	42728	0.05858466	+	14.14	N3
chr7	120857678	120857679	225540	0.1514528	-	14.14	N3
chr12	1605406	1605407	47105	-0.2336895	-	14.14	N3
chr3	128617852	128617853	170312	0.04235242	+	14.14	N3
chr16	30055203	30055204	85253	-0.07412692	-	14.17	N3
chr15	34241563	34241564	73859	-0.04363455	+	14.17	N3
chr14	49634365	49634366	65514	-0.02162	+	14.17	N3
chr12	109387552	109387553	54605	-0.2223393	+	14.17	N3
chr2	105403988	105403989	131905	-0.1563307	-	14.17	N3
chr7	100604835	100604836	224210	0.0805992	+	14.2	N3
chr6	158143871	158143872	211218	0.0317601	+	14.2	N3
chr5	154422039	154422040	197440	-0.2094725	+	14.2	N3
chr2	178306556	178306557	137048	-0.05313758	+	14.2	N3
chr9	138211985	138211986	252243	0.0317601	-	14.2	N3
chr12	131949850	131949851	57337	-0.2141655	-	14.2	N3
chr10	70619474	70619475	27406	0.02657565	+	14.2	N3
chr12	52372735	52372736	50841	-0.1606334	+	14.23	N3
chr1	182054901	182054902	17180	-0.09144844	-	14.23	N3
chr11	85941547	85941548	42584	-0.009599931	+	14.23	N3
chr19	47149681	47149682	120126	-0.1221913	+	14.23	N3
chr20	17681305	17681306	143754	0.1570848	+	14.23	N3
chr8	11567274	11567275	230768	0.355805	+	14.23	N3
chr20	30377083	30377084	146080	0.4828598	+	14.26	N3
chr6	25018170	25018171	202361	-0.1534848	-	14.26	N3
chr4	77203795	77203796	180873	0.1396112	-	14.29	N3
chr12	104057866	104057867	54081	-0.1099472	+	14.29	N3
chrX	154136858	154136859	261601	0.1097623	+	14.29	N3
chr22	50498377	50498378	160360	0.2628198	-	14.29	N3
chrX	7926062	7926063	253137	0.0317601	-	14.29	N3
chr15	64686317	64686318	76211	0.3129283	+	14.32	N3
chr19	11881396	11881397	114022	0.1467598	+	14.32	N3
chr14	34228193	34228194	64838	0.2447404	-	14.32	N3
chr12	69780050	69780051	52355	0.02303174	+	14.32	N3
chr6	2448938	2448939	200622	0.055205	-	14.32	N3
chr11	46383357	46383358	38205	-0.01311572	+	14.35	N3
chr19	4589789	4589790	112619	-0.07045911	+	14.35	N3
chr7	23654713	23654714	218528	-0.004450498	+	14.35	N3
chr13	95380881	95380882	62003	0.01874127	-	14.35	N3
chr7	149310399	149310400	227698	-0.1363243	+	14.38	N3
chr2	63888997	63888998	128734	0.3022008	-	14.38	N3
chr12	75505930	75505931	52602	-0.0324364	-	14.38	N3
chr17	42674057	42674058	96715	-0.2103193	+	14.38	N3
chr3	12135224	12135225	161841	-0.03161447	+	14.41	N3
chr16	66478886	66478887	87699	0.1015885	+	14.41	N3
chr6	36139604	36139605	203864	-0.133139	+	14.41	N3
chr6	20404752	20404753	202094	-0.07128103	+	14.41	N3
chr3	51391084	51391085	165418	0.3278032	+	14.41	N3
chr7	35055938	35055939	219497	-0.1578474	+	14.41	N3
chr15	45126749	45126750	74810	0.06708894	+	14.44	N3
chr5	112691865	112691866	194220	-0.1598115	+	14.44	N3
chr12	95998831	95998832	53576	-0.1992996	-	14.44	N3
chr1	165871614	165871615	16010	0.01056748	-	14.44	N3
chr4	101730713	101730714	182085	-0.08479129	-	14.44	N3
chr6	36977563	36977564	203983	0.04818764	+	14.47	N3
chr9	126514386	126514387	249218	0.07309531	+	14.47	N3
chr14	74038432	74038433	67381	-0.06629254	-	14.47	N3
chr5	72366559	72366560	192254	-0.2009682	+	14.47	N3
chr7	76438057	76438058	222789	-0.06746977	+	14.47	N3
chr4	54971803	54971804	179839	-0.1909738	+	14.47	N3
chr11	71734584	71734585	41307	-0.04697186	-	14.5	N3
chr19	48999936	48999937	120477	0.3502652	+	14.5	N3
chr7	6526626	6526627	217612	-0.07245826	+	14.5	N3
chr17	63446113	63446114	99065	-0.1168426	+	14.5	N3
chr3	139112017	139112018	171245	0.3206546	+	14.5	N3
chr10	98467616	98467617	29995	-0.03297017	+	14.53	N3
chr3	3200820	3200821	161061	-0.1126411	+	14.53	N3
chr12	6684839	6684840	47803	-0.09614146	-	14.53	N3
chr8	33681656	33681657	232573	0.2314542	+	14.56	N3
chr9	69027800	69027801	244492	-0.003121252	-	14.56	N3
chr6	24389435	24389436	202304	-0.1830033	-	14.56	N3
chr1	220874391	220874392	20058	0.02903121	+	14.56	N3
chr13	52127927	52127928	60373	0.217944	-	14.59	N3
chr8	108703991	108703992	237227	0.001536749	-	14.59	N3
chr12	52952316	52952317	50953	-0.1699844	-	14.59	N3
chr12	1634784	1634785	47109	0.06043179	+	14.59	N3
chr4	79917362	79917363	181011	-0.04178741	+	14.59	N3
chr14	102438185	102438186	70159	0.2509782	+	14.62	N3
chr10	102678936	102678937	30519	-0.133139	+	14.62	N3
chr5	35089873	35089874	189264	-0.2039926	+	14.62	N3
chr14	89939628	89939629	68455	0.389437	+	14.62	N3
chr4	123391036	123391037	183144	-0.06216831	+	14.65	N3
chr1	205907959	205907960	18903	-0.09247365	-	14.68	N3
chr5	120656024	120656025	194638	-0.1301146	+	14.68	N3
chr7	6559047	6559048	217619	0.08971192	-	14.71	N3
chr5	60960819	60960820	191546	-0.1311398	-	14.71	N3
chr1	62131298	62131299	8960	0.30412	-	14.71	N3
chr17	16521448	16521449	93655	0.1396112	-	14.74	N3
chr11	94968562	94968563	43100	-0.1639707	-	14.74	N3
chr2	232853293	232853294	140580	-0.2499858	+	14.74	N3
chr10	71285247	71285248	27527	0.1969546	-	14.74	N3
chr11	44133536	44133537	37835	-0.1926424	+	14.74	N3
chr2	177604640	177604641	136994	-0.07632935	-	14.74	N3
chr6	149043639	149043640	210513	0.336129	+	14.74	N3
chr5	56264599	56264600	191255	0.2004704	+	14.77	N3
chr1	44609637	44609638	7363	-0.05616194	+	14.77	N3
chr5	142888686	142888687	196513	0.0621454	-	14.77	N3
chr1	46622660	46622661	7611	0.2653104	+	14.77	N3
chr17	15260925	15260926	93523	0.1153943	+	14.77	N3
chr2	101823453	101823454	131677	-0.07212777	+	14.77	N3
chr6	95092015	95092016	207489	-0.1090083	-	14.77	N3
chr3	194404836	194404837	174619	0.08807828	-	14.8	N3
chr14	73472287	73472288	67312	-0.127507	-	14.8	N3
chr1	86018494	86018495	10171	-0.03361362	-	14.8	N3
chr16	3131972	3131973	82370	0.4438192	+	14.8	N3
chr14	23187251	23187252	64138	-0.1402875	-	14.8	N3
chr7	102478984	102478985	224570	0.6846493	-	14.83	N3
chr12	82685868	82685869	52929	0.1672577	+	14.83	N3
chr11	65570197	65570198	39999	0.2096182	-	14.83	N3
chr5	141187084	141187085	196262	0.2698963	+	14.86	N3
chr3	126752405	126752406	169922	-0.0575923	+	14.86	N3
chr2	222562016	222562017	139753	-0.09565003	-	14.86	N3
chr8	133455924	133455925	238748	0.7428252	-	14.86	N3
chr17	49843946	49843947	97868	0.4293277	-	14.86	N3
chr8	97553617	97553618	236501	-0.1936676	-	14.89	N3
chr9	71807007	71807008	244678	0.03588432	+	14.89	N3
chr2	180124441	180124442	137150	-0.04481177	+	14.89	N3
chrX	153708554	153708555	261476	0.09326273	-	14.89	N3
chr1	99685891	99685892	10986	0.1815549	-	14.89	N3
chr15	45199038	45199039	74833	0.01771606	+	14.89	N3
chr8	26437791	26437792	231984	-0.118273	-	14.92	N3
chr14	67944048	67944049	66812	-0.09365088	+	14.92	N3
chr11	58900977	58900978	38803	0.5280311	-	14.92	N3
chr7	95871276	95871277	223682	-0.1192982	-	14.92	N3
chr7	13525290	13525291	217977	-0.2103193	+	14.92	N3
chr11	66868877	66868878	40287	-0.2251852	-	14.95	N3
chr19	18847383	18847384	115422	-0.05926096	-	14.95	N3
chr6	132937553	132937554	209555	-0.09850814	+	14.95	N3
chr11	7098425	7098426	35406	-0.1606334	+	14.95	N3
chr12	55705993	55705994	51303	0.09909795	-	14.95	N3
chr3	48558339	48558340	164929	0.1938133	-	14.95	N3
chr1	152190013	152190014	14444	0.5265452	+	14.95	N3
chr11	31641665	31641666	37092	0.2254479	+	14.98	N3
chr15	51650111	51650112	75237	-0.1901519	+	14.98	N3
chr12	92144204	92144205	53290	-0.05445094	-	14.98	N3
chr19	737940	737941	111343	0.6841436	-	14.98	N3
chr4	46844511	46844512	179444	0.04287197	+	14.98	N3
chr6	41463488	41463489	204463	-0.1516377	+	15.01	N3
chr3	34684051	34684052	163487	-0.1543316	-	15.01	N3
chr6	117907132	117907133	208745	-0.1099472	-	15.01	N3
chr6	73285882	73285883	206393	-0.2243385	+	15.04	N3
chr16	2670237	2670238	82208	0.06524181	-	15.04	N3
chr1	19344535	19344536	3766	0.7832225	+	15.04	N3
chr22	19801160	19801161	155080	-0.1433119	-	15.04	N3
chr1	6890068	6890069	1690	-0.0161400788398419	-	15.07	N3
chr18	3586009	3586010	103813	0.1862479	-	15.07	N3
chr14	54691748	54691749	65858	0.08607913	-	15.07	N3
chr5	157948968	157948969	197685	-0.06110809	-	15.07	N3
chr7	17706934	17706935	218161	-0.07632935	+	15.07	N3
chr2	43024671	43024672	127368	0.3006392	+	15.1	N3
chr1	62175762	62175763	8968	0.1568607	+	15.1	N3
chr9	115591682	115591683	248242	0.1225429	+	15.1	N3
chr22	29395145	29395146	156693	-0.1186898	+	15.1	N3
chr19	17425140	17425141	115021	-0.1349861	+	15.1	N3
chr2	191030728	191030729	137664	-0.1751689	-	15.1	N3
chr2	9770565	9770566	124437	-0.05395951	+	15.1	N3
chr4	7102177	7102178	176876	0.008898821	+	15.13	N3
chr4	154618908	154618909	184771	-0.07245826	-	15.16	N3
chr2	208395433	208395434	138723	0.2783864	+	15.16	N3
chr7	31193100	31193101	219220	-0.05011322	+	15.16	N3
chr19	17870457	17870458	115125	-0.2009682	+	15.16	N3
chr8	23162037	23162038	231730	-0.09414231	+	15.19	N3
chr1	197615355	197615356	17905	-0.1546621	+	15.19	N3
chr12	111529620	111529621	54936	0.3319185	-	15.22	N3
