motif_chr	motif_start	motif_end	motif_index	salt_tolerance	strand	xchip_signal	peak_group
chr4	42282182	42282183	179258	0.3022289	+	12.02	N2
chr17	4200019	4200020	92253	0.5334406	+	12.02	N2
chr4	103915418	103915419	182187	-0.07588186	-	12.02	N2
chrX	111681105	111681106	258969	1.204251	-	12.02	N2
chr4	6701579	6701580	176802	1.345497	-	12.05	N2
chr8	139213505	139213506	239168	1.461852	+	12.05	N2
chr2	217899727	217899728	139235	0.8812609	-	12.05	N2
chr14	92681247	92681248	68801	1.345374	-	12.05	N2
chr22	25202525	25202526	156181	1.987182	+	12.05	N2
chr10	93542185	93542186	29489	1.077301	+	12.08	N2
chrX	108139528	108139529	258773	1.055283	-	12.08	N2
chr7	56327352	56327353	221355	1.434742	+	12.08	N2
chr15	72722266	72722267	77172	0.4142393	+	12.08	N2
chr14	56579496	56579497	65984	1.624514	+	12.08	N2
chrX	71129356	71129357	256935	1.37969	-	12.08	N2
chr5	111531913	111531914	194148	0.7351372	+	12.08	N2
chr1	96845646	96845647	10874	0.4444627	-	12.11	N2
chrX	131803219	131803220	260014	0.4573744	-	12.11	N2
chr4	71184389	71184390	180493	-0.00148761	+	12.14	N2
chr12	91578095	91578096	53274	0.1015545	+	12.14	N2
chr5	159516024	159516025	197784	1.707521	+	12.14	N2
chr9	134698698	134698699	251110	0.9760625	+	12.14	N2
chr22	36277833	36277834	157509	0.5861699	-	12.17	N2
chr5	170604152	170604153	198430	1.106762	+	12.17	N2
chr15	85730435	85730436	78914	0.7817779	+	12.17	N2
chr10	25726098	25726099	24394	0.950783	+	12.2	N2
chr9	137695391	137695392	252115	1.283233	-	12.2	N2
chr3	151468494	151468495	172105	0.8536154	+	12.2	N2
chr20	19206119	19206120	143921	1.896589	+	12.23	N2
chr9	137118858	137118859	251911	0.2381563	+	12.26	N2
chr17	10845334	10845335	93214	1.980686	-	12.26	N2
chr19	10436612	10436613	113704	-0.04779379	-	12.26	N2
chr6	158605464	158605465	211278	0.8710572	-	12.26	N2
chr13	75372631	75372632	61202	0.01734163	+	12.26	N2
chr9	121498347	121498348	248601	0.8841051	-	12.29	N2
chr2	95076909	95076910	130893	0.8143398	+	12.29	N2
chr12	12033524	12033525	48285	1.22275	-	12.29	N2
chr2	25309555	25309556	125853	0.5059445	+	12.29	N2
chr10	52215940	52215941	26326	0.5466686	-	12.29	N2
chr11	22245172	22245173	36700	0.5213607	+	12.32	N2
chr10	95446048	95446049	29632	1.027582	-	12.32	N2
chr1	115981588	115981589	12123	-0.09353387	-	12.32	N2
chr6	12844893	12844894	201514	0.09696858	-	12.32	N2
chr2	235136154	235136155	140905	0.2758958	+	12.36	N2
chr15	57542389	57542390	75606	0.7124848	-	12.36	N2
chr8	127400852	127400853	238261	1.486548	+	12.39	N2
chr13	51815297	51815298	60328	0.9785789	+	12.42	N2
chr15	84571138	84571139	78764	-0.1689592	-	12.42	N2
chr2	88880545	88880546	130644	0.6420787	+	12.45	N2
chr10	97463812	97463813	29852	0.5746106	+	12.45	N2
chr22	44081373	44081374	159012	0.3743487	+	12.45	N2
chr1	170689711	170689712	16359	0.6471022	+	12.45	N2
chr15	74835438	74835439	77516	2.19644	-	12.45	N2
chr3	108477743	108477744	168540	1.501053	-	12.45	N2
chr10	92843276	92843277	29414	2.529589	+	12.45	N2
chr13	23899743	23899744	58293	-0.01703406	-	12.48	N2
chr14	80954918	80954919	68021	0.5927921	+	12.48	N2
chr4	142353312	142353313	184004	0.166797	+	12.48	N2
chr12	39103751	39103752	49725	0.166645	-	12.48	N2
chr5	152143036	152143037	197296	1.402019	-	12.51	N2
chr9	101602342	101602343	247209	0.6433448	+	12.51	N2
chr11	32052321	32052322	37121	1.118531	+	12.51	N2
chr2	88191647	88191648	130594	1.623159	+	12.54	N2
chr17	17568898	17568899	93857	0.7607155	-	12.57	N2
chr4	69318105	69318106	180402	1.327572	+	12.57	N2
chr8	97452862	97452863	236500	0.3270893	+	12.57	N2
chr12	14167223	14167224	48442	2.273446	-	12.6	N2
chr20	1764621	1764622	142511	0.4082521	+	12.66	N2
chr2	218728048	218728049	139377	0.6137824	+	12.69	N2
chr4	7761834	7761835	177038	0.2998622	+	12.69	N2
chr14	94689674	94689675	69094	0.8237216	+	12.69	N2
chr5	174951356	174951357	198968	0.4307389	+	12.69	N2
chr3	169149488	169149489	173024	0.8016339	+	12.72	N2
chr4	42280539	42280540	179256	0.8048044	-	12.72	N2
chr2	164993023	164993024	136076	0.5795095	+	12.72	N2
chr4	86044193	86044194	181365	0.2335354	-	12.72	N2
chr15	71744110	71744111	77079	0.8596499	+	12.75	N2
chr11	22304541	22304542	36704	0.7778463	-	12.75	N2
chr6	169697304	169697305	212418	0.1662117	+	12.75	N2
chr9	87678860	87678861	245633	1.142348	+	12.75	N2
chr3	167380389	167380390	172938	1.139771	+	12.75	N2
chr3	58414788	58414789	166186	0.913147	-	12.78	N2
chr15	55109053	55109054	75441	1.718274	-	12.78	N2
chr15	50675730	50675731	75158	0.3404344	+	12.78	N2
chr12	30844725	30844726	49310	1.518985	-	12.78	N2
chr11	78798767	78798768	42227	2.427658	+	12.78	N2
chr2	119517634	119517635	133106	0.494444	+	12.78	N2
chr10	128150164	128150165	32943	1.401664	-	12.78	N2
chr8	96234822	96234823	236399	0.2144731	+	12.78	N2
chr15	79381206	79381207	78206	0.5932396	+	12.78	N2
chr22	42561038	42561039	158719	0.2559667	-	12.78	N2
chr10	112137573	112137574	31225	1.518421	-	12.78	N2
chr8	23589714	23589715	231801	0.3823823	+	12.81	N2
chr10	122435427	122435428	32199	0.03363795	-	12.81	N2
chr10	29130428	29130429	24620	0.3982949	+	12.81	N2
chr3	51800092	51800093	165463	0.3936975	-	12.81	N2
chr6	160668091	160668092	211499	0.7101215	-	12.84	N2
chr22	41941458	41941459	158584	1.769452	-	12.84	N2
chr11	103601447	103601448	43510	1.723934	-	12.84	N2
chr2	204260284	204260285	138418	0.5118736	+	12.84	N2
chr8	103512233	103512234	236975	0.06357315	-	12.87	N2
chr3	133819020	133819021	170797	0.2893621	+	12.87	N2
chr4	15882803	15882804	177889	1.432762	+	12.87	N2
chr2	1897316	1897317	123691	1.054487	+	12.9	N2
chr5	67246249	67246250	191942	0.3646232	+	12.9	N2
chr4	2978601	2978602	176120	0.3940719	+	12.9	N2
chr1	160777664	160777665	15564	1.207109	+	12.9	N2
chr17	30026875	30026876	95041	0.6194996	+	12.9	N2
chr20	819169	819170	142401	2.407909	+	12.9	N2
chr19	55454887	55454888	121503	1.091662	-	12.93	N2
chr13	30803068	30803069	58926	0.5969074	-	12.93	N2
chr3	107206310	107206311	168451	0.1992317	+	12.93	N2
chr18	11655490	11655491	104476	1.438899	+	12.93	N2
chr5	113379145	113379146	194284	0.6194276	+	12.93	N2
chr7	2719110	2719111	217086	0.04322727	-	12.96	N2
chrX	50204698	50204699	255754	0.1205348	-	12.96	N2
chr5	177369277	177369278	199308	1.325241	+	12.96	N2
chr14	22941081	22941082	64094	0.7468684	+	12.96	N2
chr6	166098078	166098079	211903	1.323169	-	12.96	N2
chr9	70484715	70484716	244606	0.1793948	-	12.96	N2
chr8	71775206	71775207	235120	1.398845	-	12.99	N2
chr20	13262248	13262249	143465	0.3342379	-	12.99	N2
chr22	42552215	42552216	158715	0.1193576	-	12.99	N2
chr13	27984449	27984450	58665	1.116804	-	12.99	N2
chr8	130094881	130094882	238471	0.1724871	-	12.99	N2
chr12	85057556	85057557	53016	1.567213	-	13.02	N2
chr15	94324407	94324408	79769	4.190515	-	13.02	N2
chr1	188782426	188782427	17560	0.8044009	+	13.02	N2
chrX	46409000	46409001	255386	1.064507	-	13.02	N2
chr12	39318398	39318399	49733	0.5566896	+	13.05	N2
chr11	130431443	130431444	46046	0.6767567	+	13.05	N2
chr15	65101730	65101731	76288	1.176648	-	13.05	N2
chr2	179936859	179936860	137138	0.2282339	-	13.05	N2
chr19	43809989	43809990	119530	0.5297008	-	13.05	N2
chr19	49422602	49422603	120552	-0.216368	+	13.05	N2
chr3	69948470	69948471	166946	0.1036697	-	13.05	N2
chr14	20934345	20934346	63859	0.8392541	-	13.08	N2
chr8	6140137	6140138	230128	1.27433	-	13.08	N2
chr11	30918066	30918067	37063	0.972239	-	13.08	N2
chrX	110156352	110156353	258874	0.5096711	+	13.08	N2
chr12	108884612	108884613	54549	0.9209215	+	13.08	N2
chr9	36103199	36103200	243437	0.3010867	+	13.08	N2
chr13	97028897	97028898	62097	1.724813	-	13.11	N2
chr15	90219740	90219741	79386	2.598551	-	13.11	N2
chr2	165239347	165239348	136085	0.1590939	+	13.11	N2
chr3	8988117	8988118	161396	2.03761	+	13.11	N2
chrX	153610011	153610012	261434	0.648946	+	13.14	N2
chr5	157253652	157253653	197607	0.8012595	+	13.14	N2
chr22	28020208	28020209	156558	1.965381	+	13.14	N2
chr10	101012999	101013000	30267	0.7927695	-	13.14	N2
chr4	112075346	112075347	182588	1.255654	+	13.17	N2
chr2	217044164	217044165	139150	0.212581	+	13.17	N2
chr11	15819857	15819858	36180	1.251138	+	13.17	N2
chr17	55296121	55296122	98303	2.818795	-	13.17	N2
chr9	100700766	100700767	247159	0.1888978	+	13.17	N2
chr10	77112068	77112069	28095	0.8645912	-	13.2	N2
chr12	43676400	43676401	49946	1.367598	-	13.2	N2
chr2	239934677	239934678	141730	0.9624144	+	13.2	N2
chr15	89442878	89442879	79265	2.690598	+	13.2	N2
chr1	14095194	14095195	2823	-0.1381714	+	13.23	N2
chr1	210950144	210950145	19400	1.462985	-	13.23	N2
chr18	45723088	45723089	108459	1.142839	+	13.26	N2
chr12	442460	442461	47015	1.814481	+	13.26	N2
chr18	46073933	46073934	108503	0.7344994	-	13.26	N2
chr1	157580383	157580384	15258	0.5072536	+	13.29	N2
chr17	41689990	41689991	96505	0.3541373	+	13.29	N2
chrX	69286170	69286171	256803	0.6559194	-	13.29	N2
chr8	52737294	52737295	233884	0.2307245	+	13.32	N2
chr3	131033665	131033666	170604	0.136543	+	13.32	N2
chr16	29710521	29710522	85160	0.05119778	-	13.35	N2
chr8	100259089	100259090	236687	0.01631643	+	13.35	N2
chr2	71871770	71871771	129475	0.9932786	+	13.35	N2
chr22	37317028	37317029	157727	0.865339	+	13.38	N2
chr19	58182091	58182092	121832	0.4860012	+	13.38	N2
chr22	25057459	25057460	156163	1.496064	-	13.38	N2
chr7	36312754	36312755	219607	0.368916	+	13.38	N2
chr2	71548827	71548828	129400	1.901675	+	13.41	N2
chr16	66342502	66342503	87671	1.110783	+	13.41	N2
chr18	77000628	77000629	110565	1.836657	+	13.41	N2
chr1	115052686	115052687	12035	1.348604	+	13.41	N2
chr15	92797334	92797335	79659	1.095237	+	13.41	N2
chr2	118882804	118882805	133011	0.8114325	+	13.41	N2
chr6	85015600	85015601	206993	0.7653672	-	13.44	N2
chr8	106081186	106081187	237109	1.008014	-	13.44	N2
chr3	186540691	186540692	174114	0.1637419	-	13.47	N2
chr3	120417357	120417358	169218	0.6682948	-	13.47	N2
chr15	91853295	91853296	79539	0.6334442	-	13.47	N2
chr10	100671178	100671179	30200	0.45785	+	13.5	N2
chr15	84845738	84845739	78805	1.20677	+	13.5	N2
chr9	34612984	34612985	243263	0.5183506	+	13.5	N2
chr1	227449265	227449266	20643	0.8402122	+	13.5	N2
chr1	40630702	40630703	6833	1.344006	+	13.5	N2
chr8	52407801	52407802	233846	1.869279	-	13.53	N2
chr11	18727808	18727809	36448	1.856815	+	13.53	N2
chr2	2120978	2120979	123717	1.235441	+	13.53	N2
chr15	68876019	68876020	76742	2.245247	-	13.53	N2
chr1	47738779	47738780	7734	2.506003	+	13.53	N2
chr6	159253024	159253025	211359	1.161541	+	13.56	N2
chr9	116495224	116495225	248294	0.9601274	-	13.56	N2
chr8	28769818	28769819	232236	0.5974851	+	13.56	N2
chr2	216013633	216013634	139034	0.6846493	-	13.56	N2
chr4	180664972	180664973	185911	0.5105162	+	13.59	N2
chr10	69717140	69717141	27221	1.096963	-	13.59	N2
chr18	3151596	3151597	103782	0.797211	-	13.59	N2
chr9	88388690	88388691	245722	0.9285652	-	13.62	N2
chr9	136226289	136226290	251542	1.315496	-	13.62	N2
chr16	785781	785782	81594	0.2923584	-	13.62	N2
chr3	68876309	68876310	166888	0.8223361	-	13.62	N2
chr20	22334349	22334350	144206	0.6712768	+	13.62	N2
chr16	14289921	14289922	83616	1.376069	-	13.65	N2
chr22	46122610	46122611	159402	1.277176	+	13.65	N2
chr6	16286257	16286258	201805	0.4904559	+	13.65	N2
chr18	48675418	48675419	108793	1.356203	+	13.68	N2
chr1	27644066	27644067	5136	1.125563	+	13.68	N2
chr14	72104209	72104210	67208	2.039867	+	13.68	N2
chr10	44857938	44857939	25625	2.245275	-	13.68	N2
chr11	72290992	72290993	41383	0.4463829	+	13.68	N2
chr8	41421276	41421277	233137	2.278211	-	13.71	N2
chr20	39269130	39269131	147210	1.063107	+	13.71	N2
chr4	174120686	174120687	185672	0.4311864	-	13.71	N2
chr11	123577174	123577175	45356	1.971586	-	13.71	N2
chr3	107064644	107064645	168436	0.5996013	-	13.71	N2
chr10	84026986	84026987	28776	0.9767351	-	13.74	N2
chr8	11304570	11304571	230714	0.6169228	+	13.74	N2
chr10	133144057	133144058	33824	0.4666391	+	13.74	N2
chr17	5587625	5587626	92466	1.691586	+	13.74	N2
chr8	51526241	51526242	233787	1.781759	-	13.77	N2
chr4	47669027	47669028	179480	0.4337633	+	13.77	N2
chr15	100350299	100350300	80224	3.135497	+	13.77	N2
chr15	57866351	57866352	75638	1.170724	+	13.77	N2
chr10	7121405	7121406	23183	1.389161	+	13.8	N2
chr20	13119700	13119701	143456	0.9649093	+	13.8	N2
chr12	6538050	6538051	47775	2.243086	-	13.8	N2
chr20	22735214	22735215	144244	0.8338945	+	13.84	N2
chr2	72893806	72893807	129573	0.2268343	+	13.84	N2
chr15	40344731	40344732	74269	1.105439	+	13.84	N2
chr8	28072935	28072936	232170	0.6286923	+	13.84	N2
chr1	27296870	27296871	5055	2.140207	+	13.87	N2
chr13	100588837	100588838	62403	0.7808829	-	13.87	N2
chr17	7862830	7862831	92821	0.4566447	+	13.87	N2
chr13	110915277	110915278	63010	0.1057551	+	13.87	N2
chr14	65222533	65222534	66604	0.6136205	+	13.9	N2
chr14	92714907	92714908	68812	0.9126407	+	13.9	N2
chr12	66409480	66409481	52138	0.662951	-	13.9	N2
chr3	185983699	185983700	174046	1.959079	+	13.9	N2
chr14	50778085	50778086	65589	1.107029	-	13.93	N2
chr4	121726860	121726861	183046	0.1810195	-	13.93	N2
chr13	97855690	97855691	62159	0.7011988	+	13.93	N2
chr5	39949067	39949068	189592	0.5230294	+	13.96	N2
chr2	39838034	39838035	127123	1.254431	+	13.96	N2
chr1	168178945	168178946	16202	0.9401791	+	13.99	N2
chr4	100093580	100093581	182023	1.065179	+	13.99	N2
chr19	13431178	13431179	114296	0.8197275	-	13.99	N2
chr14	33839799	33839800	64802	0.6142289	+	13.99	N2
chr7	34134377	34134378	219430	0.181394	+	13.99	N2
chr8	33640360	33640361	232568	0.6385979	-	13.99	N2
chr2	20411613	20411614	125415	0.7021959	+	14.02	N2
chr2	109510310	109510311	132271	2.091609	-	14.02	N2
chr7	78226255	78226256	222918	1.03834	-	14.02	N2
chr2	182186341	182186342	137239	1.011231	+	14.02	N2
chr2	166057565	166057566	136120	0.1826601	+	14.05	N2
chr10	89217163	89217164	29180	0.9339721	+	14.05	N2
chr10	117176128	117176129	31661	1.239954	-	14.05	N2
chr3	157137618	157137619	172446	0.12637	-	14.05	N2
chrX	136925343	136925344	260385	1.078954	-	14.08	N2
chr18	51051306	51051307	109083	-0.0703421	-	14.08	N2
chr20	46767345	46767346	148061	0.5323804	+	14.08	N2
chr13	113394147	113394148	63392	1.233604	-	14.08	N2
chr17	74176881	74176882	100143	0.171221	-	14.08	N2
chrX	38627861	38627862	254827	0.8994302	+	14.08	N2
chr10	92517195	92517196	29388	0.5274061	+	14.08	N2
chr14	69574902	69574903	66989	0.5136476	-	14.11	N2
chr8	66177044	66177045	234792	0.07835283	+	14.11	N2
chr14	60625539	60625540	66253	0.4843632	+	14.11	N2
chr5	73216221	73216222	192313	1.210086	+	14.11	N2
chr18	47772823	47772824	108682	1.827582	+	14.11	N2
chrX	74015603	74015604	257168	2.130397	-	14.11	N2
chr16	56867426	56867427	87013	1.539633	+	14.11	N2
chr22	37022141	37022142	157647	0.8660347	-	14.11	N2
chr2	121975212	121975213	133458	-0.01299872	+	14.14	N2
chr2	149597731	149597732	135233	0.4249037	+	14.14	N2
chr3	88113766	88113767	167776	0.1598708	-	14.14	N2
chr8	121261042	121261043	237800	1.032123	+	14.14	N2
chr15	88878877	88878878	79170	1.127035	+	14.14	N2
chr1	42757158	42757159	7106	0.507403	-	14.14	N2
chr9	135504830	135504831	251308	0.5656	+	14.17	N2
chr22	50732307	50732308	160430	0.1578717	+	14.17	N2
chr3	49671883	49671884	165114	1.453197	-	14.17	N2
chr3	126982650	126982651	169959	1.499983	+	14.17	N2
chr12	121005500	121005501	55901	1.261476	+	14.17	N2
chr12	32060764	32060765	49425	1.650956	+	14.2	N2
chr22	16917600	16917601	154644	0.5238206	+	14.2	N2
chr6	6759364	6759365	201099	0.3093775	+	14.2	N2
chr2	119265345	119265346	133069	1.001041	-	14.2	N2
chr13	28796839	28796840	58727	1.506577	-	14.2	N2
chr11	121591598	121591599	45189	1.354696	-	14.2	N2
chr5	110757317	110757318	194109	0.5982307	+	14.2	N2
chr5	69007962	69007963	192049	1.715375	-	14.23	N2
chr22	45578184	45578185	159282	2.430967	+	14.23	N2
chr4	168077216	168077217	185356	0.287398	-	14.23	N2
chr7	2431680	2431681	216979	0.6665838	-	14.23	N2
chr8	126824579	126824580	238226	0.08089468	+	14.23	N2
chr8	17334144	17334145	231110	0.3516394	+	14.23	N2
chr10	132904429	132904430	33764	0.1445997	+	14.26	N2
chr4	87497335	87497336	181442	1.077079	+	14.26	N2
chr14	69585171	69585172	66993	1.515724	+	14.29	N2
chr2	99179339	99179340	131432	0.7452718	-	14.29	N2
chr14	37594354	37594355	65059	1.618169	-	14.29	N2
chr6	130365471	130365472	209387	0.5801636	+	14.29	N2
chr4	88219214	88219215	181491	0.2413697	+	14.29	N2
chr17	56716067	56716068	98403	1.563494	-	14.32	N2
chr19	8642254	8642255	113461	0.1933526	-	14.32	N2
chr9	94014263	94014264	246437	0.2646976	+	14.32	N2
chr7	15016273	15016274	218033	1.368533	-	14.32	N2
chrX	53317661	53317662	255988	1.251091	+	14.32	N2
chr2	138827639	138827640	134789	0.263029	-	14.35	N2
chr5	151048012	151048013	197184	0.8920846	-	14.35	N2
chr16	72125063	72125064	88534	1.647214	+	14.35	N2
chr19	35090663	35090664	118077	1.233648	-	14.35	N2
chr2	203782494	203782495	138387	0.308965	-	14.38	N2
chr21	10589334	10589335	151324	0.3987299	+	14.38	N2
chr16	86016577	86016578	90043	1.912248	-	14.38	N2
chr9	33225794	33225795	243099	0.884819	+	14.38	N2
chr22	24525627	24525628	156085	1.142256	-	14.41	N2
chr14	99415879	99415880	69606	0.2310798	-	14.41	N2
chr11	116499577	116499578	44415	1.496404	-	14.41	N2
chr1	227954080	227954081	20727	0.8349547	-	14.41	N2
chr1	13665851	13665852	2786	1.61654657149059	+	14.41	N2
chr15	74489990	74489991	77445	0.3085906	-	14.41	N2
chr5	180201433	180201434	199843	0.9537931	+	14.44	N2
chr17	78745544	78745545	101145	0.3875317	-	14.44	N2
chr3	124560030	124560031	169603	1.207392	-	14.44	N2
chr7	36967508	36967509	219660	1.659011	+	14.44	N2
chr16	65118167	65118168	87567	1.064015	-	14.44	N2
chr1	89599225	89599226	10388	0.7514683	-	14.47	N2
chr2	230913610	230913611	140270	0.06524181	-	14.47	N2
chr3	39189980	39189981	163861	0.6662675	+	14.47	N2
chr10	92839310	92839311	29413	1.922719	+	14.47	N2
chr8	80612746	80612747	235558	0.7153026	+	14.47	N2
chr7	79272270	79272271	222956	0.3399878	+	14.47	N2
chr20	52128678	52128679	148816	0.8422785	+	14.5	N2
chr14	91286631	91286632	68617	1.795579	-	14.5	N2
chr1	1665874	1665875	423	0.680744841048881	-	14.5	N2
chr3	98039787	98039788	168037	2.396428	+	14.5	N2
chr4	77095537	77095538	180864	0.06299544	+	14.5	N2
chr3	58532932	58532933	166198	1.077332	-	14.53	N2
chr13	112942892	112942893	63301	1.706746	+	14.53	N2
chr18	36284882	36284883	107944	1.717428	-	14.53	N2
chr2	90069483	90069484	130725	0.5218214	+	14.56	N2
chr11	45252581	45252582	38033	1.107822	+	14.56	N2
chr5	90802921	90802922	193254	0.1801695	+	14.56	N2
chr20	45095978	45095979	147773	1.364305	-	14.56	N2
chr5	126500168	126500169	194883	0.807295	-	14.59	N2
chr12	90959749	90959750	53250	0.2374986	-	14.59	N2
chr3	10945863	10945864	161694	1.737889	+	14.59	N2
chr15	69475949	69475950	76809	2.750057	+	14.59	N2
chr1	109490795	109490796	11437	1.974731	+	14.59	N2
chr22	46542480	46542481	159498	0.1637419	-	14.62	N2
chr18	45665297	45665298	108450	1.573293	+	14.62	N2
chr2	227890686	227890687	140086	0.02493771	+	14.62	N2
chr4	68271975	68271976	180345	0.5687563	+	14.62	N2
chr17	31389562	31389563	95175	0.7551143	+	14.65	N2
chr16	28802676	28802677	84997	1.963322	+	14.68	N2
chr19	5370064	5370065	112837	2.053375	+	14.68	N2
chr13	50912213	50912214	60252	1.207122	-	14.71	N2
chr14	77125114	77125115	67781	0.3756901	-	14.71	N2
chr18	31424577	31424578	107636	1.910389	+	14.71	N2
chr11	109697428	109697429	43808	1.235034	-	14.74	N2
chr2	84023017	84023018	130209	0.3473489	+	14.74	N2
chr1	21334895	21334896	4051	0.9886206	-	14.74	N2
chr22	37561902	37561903	157798	1.827811	-	14.74	N2
chr11	134050660	134050661	46374	1.107867	+	14.74	N2
chr1	116596450	116596451	12190	0.07953898	-	14.74	N2
chr8	139341069	139341070	239184	0.5842439	-	14.74	N2
chrX	37745548	37745549	254782	0.9284313	+	14.77	N2
chr2	102806443	102806444	131774	1.120377	-	14.77	N2
chr11	22829990	22829991	36735	0.3478097	-	14.77	N2
chr17	63903943	63903944	99142	0.1708905	+	14.77	N2
chr12	8046187	8046188	47979	1.496112	+	14.77	N2
chr15	51381418	51381419	75220	0.4258119	-	14.77	N2
chr6	71349523	71349524	206287	-0.03239145	-	14.77	N2
chr19	15264249	15264250	114591	1.207018	+	14.8	N2
chr12	28872869	28872870	49185	0.2622421	-	14.8	N2
chr7	123154450	123154451	225644	2.216039	+	14.8	N2
chr9	95131534	95131535	246559	0.8865316	-	14.8	N2
chr9	119969297	119969298	248458	1.488407	-	14.8	N2
chr10	22586408	22586409	24194	0.1070245	-	14.83	N2
chr22	40922904	40922905	158432	0.4427626	+	14.83	N2
chr1	209354498	209354499	19250	0.7171497	-	14.83	N2
chr8	20231940	20231941	231317	1.148452	+	14.86	N2
chr3	185768673	185768674	174028	1.358342	-	14.86	N2
chr8	26374299	26374300	231980	0.3761195	+	14.86	N2
chr9	107137793	107137794	247450	1.049346	+	14.86	N2
chr17	6666186	6666187	92599	1.974328	+	14.86	N2
chr11	15827053	15827054	36181	1.434761	+	14.89	N2
chr5	119435651	119435652	194588	0.4930777	-	14.89	N2
chr5	39376434	39376435	189560	1.129282	+	14.89	N2
chr1	208652495	208652496	19199	1.804158	+	14.89	N2
chr14	74251714	74251715	67396	1.384427	-	14.89	N2
chrX	68733090	68733091	256737	0.8357383	+	14.89	N2
chr8	130802783	130802784	238540	1.457918	+	14.92	N2
chr12	100404977	100404978	53828	1.252852	-	14.92	N2
chr4	7043298	7043299	176865	0.6581658	+	14.92	N2
chr2	95414182	95414183	130958	1.490654	+	14.92	N2
chr5	91641947	91641948	193294	0.3746749	+	14.92	N2
chr15	73241071	73241072	77213	1.920129	+	14.95	N2
chr19	6299954	6299955	113047	1.403449	-	14.95	N2
chrX	66031114	66031115	256598	1.334307	+	14.95	N2
chr15	35444785	35444786	73951	0.8466278	-	14.95	N2
chr3	153043221	153043222	172183	0.3900366	+	14.95	N2
chr9	33415591	33415592	243130	0.7569614	-	14.95	N2
chr3	48194608	48194609	164858	0.6895954	+	14.95	N2
chr17	39239776	39239777	96125	2.424593	-	14.98	N2
chr8	68577620	68577621	234940	0.03617088	+	14.98	N2
chr1	39672833	39672834	6740	0.4556915	+	14.98	N2
chr5	97163456	97163457	193560	0.3826778	-	14.98	N2
chr4	87973777	87973778	181474	0.8078885	-	14.98	N2
chr9	83649301	83649302	245346	2.499857	-	15.01	N2
chr4	118353067	118353068	182854	0.5196921	+	15.01	N2
chr3	32177421	32177422	163320	2.673148	+	15.01	N2
chr2	101342368	101342369	131633	2.014264	+	15.04	N2
chr7	157474792	157474793	228855	1.775617	-	15.04	N2
chr19	6412588	6412589	113062	1.291813	-	15.04	N2
chr8	40034172	40034173	233035	0.2302331	+	15.04	N2
chr14	58166577	58166578	66093	1.319742	-	15.07	N2
chr2	20963150	20963151	125520	2.096423	-	15.07	N2
chr22	24758364	24758365	156121	2.259617	-	15.07	N2
chr18	77900289	77900290	110656	-0.1633273	+	15.07	N2
chr3	8623093	8623094	161359	0.5332886	-	15.07	N2
chr20	24918517	24918518	144530	1.866432	-	15.1	N2
chr6	151765627	151765628	210750	0.3642679	+	15.1	N2
chr11	112280099	112280100	44001	1.725955	-	15.1	N2
chr22	38768991	38768992	158058	0.741531	+	15.1	N2
chr13	97018209	97018210	62094	1.474142	+	15.1	N2
chr20	1185931	1185932	142444	0.5840987	-	15.1	N2
chr1	161291730	161291731	15652	1.499697	-	15.1	N2
chr5	73519866	73519867	192347	1.40087	+	15.13	N2
chr22	36180472	36180473	157488	2.875927	-	15.16	N2
chr4	152640483	152640484	184610	-0.08385236	-	15.16	N2
chr20	33668091	33668092	146460	1.01333	-	15.16	N2
chr1	50333743	50333744	7944	1.723934	-	15.16	N2
chr8	124888898	124888899	238081	0.4464999	-	15.19	N2
chr3	172623422	172623423	173254	0.0200355	-	15.19	N2
chrX	2593491	2593492	252836	1.535771	-	15.22	N2
chr2	161223331	161223332	135905	0.4039154	+	15.22	N2
chr4	84529364	84529365	181298	-0.06232925	-	15.22	N2
chr11	58568116	58568117	38779	1.89287	+	15.22	N2
chr1	3424877	3424878	1012	0.275528258084981	-	15.22	N2
chr17	80082838	80082839	101511	1.15194	+	15.25	N2
chr2	69013028	69013029	129108	0.3617674	+	15.25	N2
chr10	32191076	32191077	24880	0.8306038	+	15.25	N2
chr19	18168343	18168344	115199	1.09881	-	15.25	N2
chr2	28396960	28396961	126259	0.01101498	-	15.25	N2
chr4	18593735	18593736	178083	1.506504	-	15.29	N2
chr5	59390246	59390247	191460	0.08192249	+	15.29	N2
chr18	63016442	63016443	109814	0.3598853	+	15.32	N2
chr10	9209386	9209387	23286	2.487257	-	15.32	N2
chr1	189429711	189429712	17575	0.3664254	+	15.32	N2
chr17	81142890	81142891	101774	0.6761922	+	15.32	N2
chr17	8080115	8080116	92868	1.357873	+	15.32	N2
chr2	96407518	96407519	131090	1.266448	+	15.35	N2
chr2	165015223	165015224	136078	1.340579	+	15.35	N2
chr16	86044390	86044391	90048	0.9120295	+	15.35	N2
chr11	2156637	2156638	34804	2.095081	-	15.38	N2
chr12	119020937	119020938	55662	1.998039	+	15.38	N2
chr5	174910397	174910398	198962	1.724071	+	15.38	N2
chr2	120175210	120175211	133148	0.6160595	-	15.38	N2
chr22	43231418	43231419	158866	1.264332	+	15.38	N2
chr2	7084073	7084074	124177	0.4413944	-	15.38	N2
chr19	40807058	40807059	118931	0.3806056	-	15.38	N2
chr3	146065708	146065709	171756	0.3188085	+	15.38	N2
chr5	28344998	28344999	188892	0.6024455	+	15.38	N2
