motif_chr	motif_start	motif_end	motif_index	salt_tolerance	strand	xchip_signal	peak_group
chr4	37802230	37802231	178941	-0.3106665	-	11.63	XChIP
chr21	45099063	45099064	153996	-0.2711784	+	11.63	XChIP
chr3	167882289	167882290	172959	-0.2275238	-	11.66	XChIP
chr6	121430625	121430626	208920	-0.3106665	+	11.66	XChIP
chr22	26364621	26364622	156324	-0.2516545	+	11.66	XChIP
chr6	96542892	96542893	207543	-0.2803262	+	11.66	XChIP
chr4	16290083	16290084	177933	-0.2640299	+	11.66	XChIP
chr7	101743322	101743323	224445	-0.3004936	+	11.66	XChIP
chr12	43728344	43728345	49949	-0.2841973	-	11.69	XChIP
chr3	31768956	31768957	163282	-0.2508326	-	11.69	XChIP
chr2	17671238	17671239	125181	-0.1995379	-	11.69	XChIP
chr6	77650153	77650154	206633	-0.2913459	+	11.72	XChIP
chr15	81108618	81108619	78402	-0.1824695	-	11.72	XChIP
chr12	109880661	109880662	54699	-0.2841973	+	11.72	XChIP
chr14	23265271	23265272	64146	-0.3035179	+	11.72	XChIP
chrX	41276323	41276324	255117	-0.3106665	+	11.75	XChIP
chr3	4314889	4314890	161107	-0.3015188	+	11.75	XChIP
chr1	225438231	225438232	20392	-0.293345	-	11.75	XChIP
chr5	79200763	79200764	192774	-0.2803262	-	11.78	XChIP
chr20	37897378	37897379	147018	-0.293345	-	11.78	XChIP
chr3	15812393	15812394	162445	-0.2904991	-	11.81	XChIP
chr1	94045921	94045922	10713	-0.3106665	+	11.81	XChIP
chr14	65164302	65164303	66595	-0.2701532	+	11.84	XChIP
chr17	63907602	63907603	99143	0.0196802	-	11.84	XChIP
chr4	154626954	154626955	184774	-0.3106665	+	11.84	XChIP
chr9	126966002	126966003	249293	-0.3106665	+	11.84	XChIP
chr9	130480864	130480865	250104	-0.2943702	+	11.84	XChIP
chr6	90476898	90476899	207329	-0.3106665	-	11.84	XChIP
chr10	114877238	114877239	31482	-0.1891266	+	11.87	XChIP
chrX	71098510	71098511	256929	-0.2516545	+	11.87	XChIP
chr4	186297202	186297203	186387	-0.2433287	+	11.87	XChIP
chr8	144464240	144464241	240596	-0.293345	-	11.9	XChIP
chr4	46329292	46329293	179421	-0.2425067	+	11.9	XChIP
chr5	159987550	159987551	197829	-0.2408381	-	11.93	XChIP
chr15	59691413	59691414	75779	-0.2528317	+	11.93	XChIP
chr17	7632637	7632638	92779	-0.1433119	+	11.93	XChIP
chr4	153643610	153643611	184687	-0.3106665	-	11.96	XChIP
chr2	46876970	46876971	127761	-0.2819948	-	11.96	XChIP
chr12	12737261	12737262	48349	-0.3015188	-	11.96	XChIP
chr17	15213889	15213890	93516	-0.2208948	-	11.96	XChIP
chr6	165440108	165440109	211827	-0.2913459	+	11.96	XChIP
chr1	52404913	52404914	8098	-0.2913459	-	11.99	XChIP
chr20	18413383	18413384	143856	-0.1926424	+	11.99	XChIP
chr11	20443812	20443813	36614	-0.2443539	-	11.99	XChIP
chr17	68972317	68972318	99690	-0.2904991	-	11.99	XChIP
chr12	65232698	65232699	52055	-0.2850192	-	12.02	XChIP
chr15	90221466	90221467	79388	-0.206195	-	12.02	XChIP
chr10	93006641	93006642	29423	-0.3004936	+	12.02	XChIP
chr6	37742162	37742163	204101	-0.2414815	+	12.02	XChIP
chr14	35883862	35883863	64949	-0.2599803	+	12.05	XChIP
chr11	10304627	10304628	35670	-0.14249	+	12.05	XChIP
chr6	21597156	21597157	202156	-0.3015188	+	12.05	XChIP
chr12	76821083	76821084	52679	-0.3004936	-	12.05	XChIP
chr15	75647999	75648000	77655	-0.2323338	-	12.05	XChIP
chr1	55378689	55378690	8516	0.0685193	+	12.08	XChIP
chr20	4021354	4021355	142826	-0.293345	-	12.08	XChIP
chr21	17586066	17586067	151586	-0.1801924	-	12.08	XChIP
chr8	16764563	16764564	231083	-0.2833505	-	12.08	XChIP
chr5	38551620	38551621	189495	-0.2538569	-	12.08	XChIP
chr4	95095552	95095553	181800	-0.3004936	-	12.08	XChIP
chr8	111444401	111444402	237353	-0.2251852	+	12.08	XChIP
chr4	158672372	158672373	184966	-0.2039926	-	12.11	XChIP
chr8	104678825	104678826	237038	-0.3004936	-	12.11	XChIP
chr16	10580078	10580079	83193	-0.2326643	+	12.14	XChIP
chr5	141370172	141370173	196286	-0.3106665	+	12.14	XChIP
chr11	60345719	60345720	38898	-0.1401705	-	12.14	XChIP
chr5	140734546	140734547	196204	-0.3106665	-	12.14	XChIP
chr8	11247072	11247073	230708	-0.2094725	+	12.17	XChIP
chr1	24385392	24385393	4542	-0.2728471	+	12.17	XChIP
chr3	46427608	46427609	164593	-0.3106665	-	12.17	XChIP
chr1	63692108	63692109	9066	-0.2618274	+	12.2	XChIP
chr17	54891423	54891424	98281	-0.3035179	-	12.2	XChIP
chr15	49146200	49146201	75068	-0.3106665	-	12.2	XChIP
chr16	29257509	29257510	85095	-0.3015188	-	12.23	XChIP
chr17	44911267	44911268	97133	-0.2103193	+	12.26	XChIP
chr13	27998098	27998099	58668	-0.3004936	-	12.26	XChIP
chr11	110448115	110448116	43855	-0.2223393	+	12.26	XChIP
chr17	66625453	66625454	99426	-0.3004936	-	12.26	XChIP
chr12	126784516	126784517	56729	-0.1691975	+	12.26	XChIP
chr3	107421388	107421389	168462	-0.2711784	-	12.29	XChIP
chr2	156589802	156589803	135594	-0.2904991	-	12.29	XChIP
chr11	31871256	31871257	37103	-0.2213141	-	12.29	XChIP
chr2	63861433	63861434	128732	-0.2748463	-	12.29	XChIP
chr10	60204230	60204231	26658	-0.2516545	+	12.29	XChIP
chr16	50246095	50246096	86381	-0.3004936	+	12.32	XChIP
chr16	30041940	30041941	85250	-0.3106665	-	12.32	XChIP
chr10	50224520	50224521	26228	-0.3004936	-	12.32	XChIP
chr2	11234523	11234524	124734	-0.3015188	+	12.32	XChIP
chr5	154640428	154640429	197466	-0.2515656	-	12.36	XChIP
chr5	62143824	62143825	191637	-0.3106665	-	12.36	XChIP
chr10	112472064	112472065	31260	-0.3106665	-	12.39	XChIP
chr5	115098284	115098285	194378	-0.1846719	+	12.42	XChIP
chr1	116935060	116935061	12232	-0.2168594	-	12.42	XChIP
chr2	16900574	16900575	125144	-0.2028154	-	12.45	XChIP
chr12	53949113	53949114	51112	-0.2819948	-	12.45	XChIP
chr4	82360741	82360742	181143	-0.2711784	-	12.45	XChIP
chr13	24995399	24995400	58390	-0.01798721	+	12.45	XChIP
chr17	62638005	62638006	98978	-0.2841973	+	12.45	XChIP
chr19	39440424	39440425	118717	-0.2648518	+	12.45	XChIP
chr5	5419547	5419548	187679	-0.2711784	-	12.45	XChIP
chr18	22563308	22563309	107160	-0.2799068	-	12.48	XChIP
chr9	137302449	137302450	251995	-0.2408381	+	12.48	XChIP
chr4	25768068	25768069	178467	-0.2428372	-	12.48	XChIP
chr10	92880470	92880471	29417	-0.3106665	-	12.48	XChIP
chr1	92968631	92968632	10624	-0.293345	+	12.51	XChIP
chr10	102901593	102901594	30547	-0.2306651	-	12.51	XChIP
chr11	36042199	36042200	37475	-0.2701532	+	12.51	XChIP
chr11	76810407	76810408	42050	-0.1109724	+	12.54	XChIP
chr11	83828147	83828148	42502	-0.2943702	+	12.57	XChIP
chr12	68359017	68359018	52243	-0.2904991	+	12.57	XChIP
chr1	223712373	223712374	20271	-0.3004936	+	12.57	XChIP
chrX	130330820	130330821	259933	-0.3004936	+	12.6	XChIP
chr7	41732376	41732377	219988	-0.2921678	-	12.66	XChIP
chr3	152183659	152183660	172135	-0.2720004	+	12.69	XChIP
chr2	222694074	222694075	139762	-0.3106665	-	12.69	XChIP
chr9	120349053	120349054	248485	-0.2094725	-	12.69	XChIP
chr3	100068944	100068945	168162	-0.1834947	+	12.69	XChIP
chr16	67349374	67349375	87876	-0.2728471	+	12.72	XChIP
chr9	131018812	131018813	250213	-0.2711784	+	12.72	XChIP
chr11	110463326	110463327	43857	-0.2904991	+	12.72	XChIP
chr5	23821068	23821069	188780	-0.2904991	+	12.72	XChIP
chr21	36123172	36123173	152609	-0.2603828	+	12.75	XChIP
chr2	98837260	98837261	131403	-0.2701532	-	12.75	XChIP
chr1	113453111	113453112	11920	-0.2913459	-	12.75	XChIP
chr12	55797278	55797279	51318	-0.2094725	-	12.75	XChIP
chr9	121744516	121744517	248657	-0.3106665	+	12.75	XChIP
chr3	170961730	170961731	173141	-0.177168	+	12.78	XChIP
chr8	94567804	94567805	236270	-0.3106665	+	12.78	XChIP
chr6	90497620	90497621	207334	-0.3015188	+	12.78	XChIP
chr4	123661319	123661320	183162	-0.3106665	-	12.78	XChIP
chr5	77560859	77560860	192643	-0.3106665	+	12.78	XChIP
chr5	79110047	79110048	192766	-0.2499858	-	12.78	XChIP
chr16	78122971	78122972	89019	-0.2720004	+	12.78	XChIP
chr7	130561221	130561222	226186	-0.2770487	-	12.78	XChIP
chrX	11531428	11531429	253411	-0.293345	-	12.78	XChIP
chr9	32572463	32572464	243031	-0.266029	-	12.78	XChIP
chr8	104492410	104492411	237029	-0.2543483	-	12.78	XChIP
chr16	3152412	3152413	82378	-0.2943702	+	12.81	XChIP
chr2	138374147	138374148	134762	-0.2803262	-	12.81	XChIP
chr5	54234748	54234749	191125	-0.3035179	-	12.81	XChIP
chr2	55015143	55015144	128244	-0.3106665	+	12.81	XChIP
chr8	127894826	127894827	238297	-0.2813514	+	12.84	XChIP
chr2	55071192	55071193	128249	-0.2904991	+	12.84	XChIP
chr4	182478604	182478605	186050	-0.2943702	+	12.84	XChIP
chr2	142140541	142140542	134889	-0.2634961	-	12.84	XChIP
chr19	39842573	39842574	118748	-0.2913459	-	12.87	XChIP
chr14	57067094	57067095	66025	-0.2913459	-	12.87	XChIP
chr3	45499720	45499721	164473	-0.3106665	-	12.87	XChIP
chr5	18772655	18772656	188637	-0.3106665	+	12.9	XChIP
chr4	118281106	118281107	182851	-0.2701532	+	12.9	XChIP
chr12	26833419	26833420	49075	-0.2599803	+	12.9	XChIP
chr5	112964146	112964147	194240	-0.2455311	-	12.9	XChIP
chr11	60486128	60486129	38909	-0.293345	+	12.9	XChIP
chr12	43350075	43350076	49933	-0.3015188	+	12.9	XChIP
chr11	118607945	118607946	44723	-0.005475705	+	12.93	XChIP
chr11	117822196	117822197	44604	0.1872731	+	12.93	XChIP
chr6	100573384	100573385	207751	-0.2701532	-	12.93	XChIP
chr21	46639966	46639967	154361	-0.3106665	-	12.93	XChIP
chr16	53773330	53773331	86700	-0.3035179	+	12.93	XChIP
chr1	47339610	47339611	7672	-0.2648518	+	12.96	XChIP
chr4	81040242	81040243	181062	-0.2558561	-	12.96	XChIP
chr5	65483937	65483938	191839	-0.3015188	-	12.96	XChIP
chr18	23379019	23379020	107222	-0.2528317	-	12.96	XChIP
chr6	111361850	111361851	208406	-0.1645045	+	12.96	XChIP
chr6	34246711	34246712	203616	-0.2326643	+	12.96	XChIP
chr7	133434457	133434458	226489	-0.3106665	-	12.99	XChIP
chr5	96997451	96997452	193554	-0.3106665	+	12.99	XChIP
chr2	12717672	12717673	124881	-0.3004936	-	12.99	XChIP
chr6	142388410	142388411	210138	-0.293345	-	12.99	XChIP
chr3	32733818	32733819	163367	-0.2819948	+	12.99	XChIP
chr2	174345205	174345206	136749	-0.2943702	-	13.02	XChIP
chr10	48659995	48659996	26027	-0.3004936	+	13.02	XChIP
chr5	150700668	150700669	197149	-0.2408381	+	13.02	XChIP
chr2	222797485	222797486	139771	-0.2455311	+	13.02	XChIP
chr7	81458090	81458091	223028	-0.3106665	-	13.05	XChIP
chr6	73652782	73652783	206425	-0.3015188	-	13.05	XChIP
chr12	43776698	43776699	49953	-0.3004936	+	13.05	XChIP
chr1	30111649	30111650	5462	-0.2833505	-	13.05	XChIP
chr1	209827877	209827878	19308	-0.08180928	+	13.05	XChIP
chr1	22732037	22732038	4305	-0.2610055	-	13.05	XChIP
chr1	161484813	161484814	15685	-0.2260071	+	13.05	XChIP
chr1	91530048	91530049	10523	-0.3106665	+	13.08	XChIP
chr5	64612555	64612556	191793	-0.3004936	-	13.08	XChIP
chr4	140638037	140638038	183919	-0.2336895	-	13.08	XChIP
chr17	75856056	75856057	100524	-0.2499858	+	13.08	XChIP
chr12	65313903	65313904	52062	-0.3106665	+	13.08	XChIP
chr6	89793060	89793061	207283	-0.2204922	-	13.08	XChIP
chr13	33542832	33542833	59146	-0.2711784	-	13.11	XChIP
chr20	20664985	20664986	144057	-0.3106665	+	13.11	XChIP
chr20	23179083	23179084	144306	-0.3015188	-	13.11	XChIP
chr1	117128776	117128777	12250	-0.243684	-	13.11	XChIP
chr6	112502857	112502858	208493	-0.293345	+	13.14	XChIP
chr8	101157762	101157763	236778	-0.3004936	-	13.14	XChIP
chr3	112582429	112582430	168750	-0.2778706	+	13.14	XChIP
chr9	92706666	92706667	246202	-0.266029	-	13.14	XChIP
chr10	91552002	91552003	29325	-0.2516545	-	13.17	XChIP
chr11	64306112	64306113	39675	0.1939303	+	13.17	XChIP
chr11	64996969	64996970	39875	-0.2904991	-	13.17	XChIP
chr18	48676960	48676961	108795	0.02237406	+	13.17	XChIP
chr7	125060055	125060056	225731	-0.3035179	+	13.17	XChIP
chr22	40487854	40487855	158381	-0.1846719	-	13.2	XChIP
chr14	21040275	21040276	63875	-0.2913459	-	13.2	XChIP
chr4	54323015	54323016	179795	0.09171107	+	13.2	XChIP
chr13	51896461	51896462	60339	-0.3106665	+	13.2	XChIP
chr3	158434609	158434610	172525	-0.2648518	-	13.23	XChIP
chr12	67441969	67441970	52187	-0.2508326	-	13.23	XChIP
chr5	55691997	55691998	191226	-0.2176813	-	13.26	XChIP
chr2	182784888	182784889	137267	-0.2728471	+	13.26	XChIP
chr17	8121761	8121762	92876	-0.2731776	+	13.26	XChIP
chr12	112170558	112170559	54986	-0.181826	+	13.29	XChIP
chr20	50713871	50713872	148628	-0.3106665	-	13.29	XChIP
chr6	163428009	163428010	211692	-0.2819948	+	13.29	XChIP
chr17	42520687	42520688	96676	-0.05362901	+	13.32	XChIP
chr4	154506471	154506472	184763	-0.2701532	-	13.32	XChIP
chr2	48545468	48545469	127933	-0.3004936	-	13.35	XChIP
chr4	118270631	118270632	182849	-0.2803262	-	13.35	XChIP
chr2	197310910	197310911	137967	-0.3106665	-	13.35	XChIP
chr2	174771746	174771747	136788	-0.3004936	+	13.38	XChIP
chr4	44760333	44760334	179369	-0.2628526	+	13.38	XChIP
chr5	55159900	55159901	191192	-0.2913459	-	13.38	XChIP
chr2	219279752	219279753	139480	-0.3004936	+	13.38	XChIP
chr9	130848122	130848123	250156	-0.2833505	+	13.41	XChIP
chr12	34038550	34038551	49524	-0.2648518	+	13.41	XChIP
chr17	55825437	55825438	98346	-0.3106665	-	13.41	XChIP
chr7	28272543	28272544	218916	-0.2904991	-	13.41	XChIP
chr6	12151020	12151021	201468	-0.3106665	+	13.41	XChIP
chr12	95217584	95217585	53498	-0.2813514	-	13.41	XChIP
chr3	41894183	41894184	164085	-0.3106665	+	13.44	XChIP
chr2	202831717	202831718	138344	-0.2904991	+	13.44	XChIP
chr3	170310322	170310323	173098	-0.3004936	+	13.47	XChIP
chr1	43994973	43994974	7274	-0.2833505	+	13.47	XChIP
chr16	88494638	88494639	90582	-0.3106665	+	13.47	XChIP
chr2	33033715	33033716	126681	-0.3106665	-	13.5	XChIP
chr5	31825681	31825682	189034	-0.2398129	+	13.5	XChIP
chr2	171706319	171706320	136497	-0.3106665	+	13.5	XChIP
chr7	33716790	33716791	219392	-0.2618274	+	13.5	XChIP
chr12	89461963	89461964	53176	-0.3106665	-	13.5	XChIP
chr3	155753234	155753235	172333	-0.3035179	+	13.53	XChIP
chr10	104350360	104350361	30761	-0.3004936	-	13.53	XChIP
chr8	123065803	123065804	237911	-0.2731776	-	13.53	XChIP
chr4	77044721	77044722	180859	-0.2648518	-	13.53	XChIP
chr1	68470555	68470556	9388	-0.3106665	+	13.53	XChIP
chr2	23804404	23804405	125708	-0.2803262	+	13.56	XChIP
chr1	202006179	202006180	18295	-0.2803262	+	13.56	XChIP
chr7	51369992	51369993	220996	0.1023754	-	13.56	XChIP
chr2	213153859	213153860	138911	-0.2904991	-	13.56	XChIP
chr19	6738635	6738636	113111	-0.2213141	+	13.59	XChIP
chr16	87416924	87416925	90290	-0.2255157	+	13.59	XChIP
chr16	28974108	28974109	85040	-0.2599803	+	13.59	XChIP
chr5	76309261	76309262	192539	-0.216368	-	13.62	XChIP
chr7	101814303	101814304	224448	-0.243684	-	13.62	XChIP
chr16	67562767	67562768	87938	-0.3015188	+	13.62	XChIP
chr12	44931199	44931200	49997	-0.1775706	-	13.62	XChIP
chr20	44461008	44461009	147701	-0.3015188	-	13.62	XChIP
chr16	85330992	85330993	89830	-0.2913459	-	13.65	XChIP
chr5	160080987	160080988	197832	-0.2913459	+	13.65	XChIP
chr3	39126749	39126750	163848	-0.3106665	+	13.65	XChIP
chr3	31567204	31567205	163264	-0.2111412	+	13.68	XChIP
chr1	161177868	161177869	15634	-0.3106665	-	13.68	XChIP
chr14	74111775	74111776	67384	-0.243684	+	13.68	XChIP
chr4	84504038	84504039	181296	-0.3004936	-	13.68	XChIP
chr10	31808851	31808852	24850	-0.196692	-	13.68	XChIP
chr15	67834001	67834002	76611	-0.2499858	-	13.71	XChIP
chr17	17891199	17891200	93947	-0.2129883	+	13.71	XChIP
chr7	38350089	38350090	219769	-0.1706279	-	13.71	XChIP
chr20	7936664	7936665	143148	-0.1675289	+	13.71	XChIP
chr11	22334245	22334246	36706	-0.2425067	+	13.71	XChIP
chr10	71837320	71837321	27657	-0.2599803	+	13.74	XChIP
chr6	49453384	49453385	205287	-0.2921678	+	13.74	XChIP
chr6	24283401	24283402	202295	-0.2913459	+	13.74	XChIP
chr9	137262386	137262387	251972	-0.2813514	-	13.74	XChIP
chr11	58513942	58513943	38772	-0.2204922	-	13.77	XChIP
chr7	99929669	99929670	224036	-0.2833505	+	13.77	XChIP
chr21	36209817	36209818	152625	-0.234333	-	13.77	XChIP
chr1	48109591	48109592	7799	-0.1860276	+	13.77	XChIP
chr13	80364095	80364096	61442	-0.2356887	-	13.8	XChIP
chr4	7192455	7192456	176900	-0.2599803	+	13.8	XChIP
chr10	21993593	21993594	24146	-0.2085336	+	13.8	XChIP
chr17	39668602	39668603	96180	-0.2833505	-	13.84	XChIP
chr4	140326591	140326592	183897	-0.2701532	-	13.84	XChIP
chr4	74038560	74038561	180653	-0.3106665	-	13.84	XChIP
chr6	104790054	104790055	207891	-0.2904991	+	13.84	XChIP
chr1	41003934	41003935	6892	-0.2526797	-	13.87	XChIP
chr10	79390772	79390773	28467	-0.3004936	+	13.87	XChIP
chr2	111619690	111619691	132489	-0.3106665	+	13.87	XChIP
chr1	228692136	228692137	20933	-0.2508326	+	13.87	XChIP
chr3	184875223	184875224	173956	-0.3015188	+	13.9	XChIP
chr3	22117944	22117945	162767	-0.2720004	-	13.9	XChIP
chr9	136630584	136630585	251723	-0.2499858	-	13.9	XChIP
chrX	154918136	154918137	261752	-0.1819781	+	13.9	XChIP
chr11	78228569	78228570	42193	-0.2904991	+	13.93	XChIP
chr9	33517582	33517583	243145	-0.1001768	-	13.93	XChIP
chr10	124540323	124540324	32529	-0.2803262	+	13.93	XChIP
chr1	92960534	92960535	10620	-0.3015188	-	13.96	XChIP
chr19	42424863	42424864	119289	-0.2499858	+	13.96	XChIP
chr10	58291760	58291761	26536	-0.2648518	-	13.99	XChIP
chr9	98707366	98707367	246982	-0.3015188	-	13.99	XChIP
chr1	27392420	27392421	5089	-0.2913459	+	13.99	XChIP
chr2	227658436	227658437	140063	-0.2656985	+	13.99	XChIP
chr15	43225644	43225645	74648	-0.2151908	+	13.99	XChIP
chr11	99739669	99739670	43298	-0.2526797	-	13.99	XChIP
chr5	53426201	53426202	191088	-0.2251852	+	14.02	XChIP
chr12	28172628	28172629	49160	-0.2618274	-	14.02	XChIP
chr5	180718905	180718906	199933	-0.2326643	-	14.02	XChIP
chr1	92599382	92599383	10593	-0.3106665	-	14.02	XChIP
chr20	5569239	5569240	142996	-0.2904991	+	14.05	XChIP
chr2	227363952	227363953	140030	-0.2383825	+	14.05	XChIP
chr10	110279565	110279566	31055	-0.2833505	-	14.05	XChIP
chr5	30401679	30401680	188957	-0.3015188	+	14.05	XChIP
chr1	28884169	28884170	5267	-0.2913459	-	14.08	XChIP
chr12	7933341	7933342	47967	-0.2701532	+	14.08	XChIP
chr12	52004237	52004238	50724	-0.2326643	+	14.08	XChIP
chr7	100400843	100400844	224145	-0.3004936	+	14.08	XChIP
chr5	151002410	151002411	197174	-0.2943702	+	14.08	XChIP
chr2	183249087	183249088	137294	-0.2307002	+	14.08	XChIP
chr1	31940003	31940004	5769	-0.2697339	+	14.08	XChIP
chr12	85923929	85923930	53060	-0.1940702	+	14.11	XChIP
chr15	63402990	63402991	76099	-0.3106665	-	14.11	XChIP
chr11	86919775	86919776	42664	-0.2323338	-	14.11	XChIP
chr21	15826331	15826332	151503	-0.2803262	-	14.11	XChIP
chr17	60641954	60641955	98834	-0.2326643	-	14.11	XChIP
chr6	132298531	132298532	209522	-0.2770487	-	14.11	XChIP
chr6	26420764	26420765	202490	-0.2213141	-	14.11	XChIP
chr2	158010468	158010469	135671	-0.2383683	-	14.11	XChIP
chr20	35512005	35512006	146681	-0.2904991	+	14.14	XChIP
chr2	54900028	54900029	128238	-0.3106665	+	14.14	XChIP
chr2	191539265	191539266	137702	-0.2711784	+	14.14	XChIP
chr15	83000611	83000612	78607	-0.3106665	-	14.14	XChIP
chr2	161251031	161251032	135909	-0.2090532	+	14.14	XChIP
chr1	100866583	100866584	11039	-0.2133436	-	14.14	XChIP
chr2	208102143	208102144	138703	-0.3106665	+	14.17	XChIP
chr12	92650147	92650148	53318	-0.276202	-	14.17	XChIP
chr6	125791778	125791779	209148	-0.2904991	+	14.17	XChIP
chr1	201945400	201945401	18286	-0.2455311	-	14.17	XChIP
chr11	10323208	10323209	35674	-0.1716531	-	14.17	XChIP
chr13	95189519	95189520	61986	-0.0860548	+	14.2	XChIP
chr6	155152411	155152412	210938	-0.2599803	+	14.2	XChIP
chr1	152013830	152013831	14420	-0.2711784	-	14.2	XChIP
chr7	81499831	81499832	223033	-0.3015188	+	14.2	XChIP
chr6	35146579	35146580	203725	-0.2913459	+	14.2	XChIP
chrX	101390907	101390908	258332	-0.2628526	+	14.2	XChIP
chr19	49225048	49225049	120529	-0.1598115	-	14.2	XChIP
chr8	9338413	9338414	230505	-0.3015188	+	14.23	XChIP
chr7	112415076	112415077	225172	-0.2373573	-	14.23	XChIP
chr6	117840894	117840895	208743	-0.196692	+	14.23	XChIP
chr17	43983546	43983547	96956	-0.2141655	+	14.23	XChIP
chr3	39542005	39542006	163905	-0.3106665	+	14.23	XChIP
chr15	88834510	88834511	79162	-0.2599803	-	14.23	XChIP
chr5	55325008	55325009	191209	-0.2711784	+	14.26	XChIP
chr16	12271308	12271309	83447	-0.3004936	-	14.26	XChIP
chr5	93801470	93801471	193392	-0.2563475	-	14.29	XChIP
chr15	99286607	99286608	80095	-0.3004936	+	14.29	XChIP
chr6	166989833	166989834	212036	-0.2003248	-	14.29	XChIP
chr7	22524099	22524100	218423	-0.2229828	+	14.29	XChIP
chr8	95024785	95024786	236311	-0.3035179	+	14.29	XChIP
chr12	116609931	116609932	55450	-0.2538569	-	14.32	XChIP
chr3	101813913	101813914	168258	-0.2701532	+	14.32	XChIP
chr7	81257213	81257214	223024	-0.3106665	-	14.32	XChIP
chr2	74151611	74151612	129724	-0.2599803	-	14.32	XChIP
chr4	70652308	70652309	180461	-0.3106665	+	14.32	XChIP
chr4	25145066	25145067	178413	-0.2731776	-	14.35	XChIP
chr6	26521810	26521811	202503	-0.3106665	+	14.35	XChIP
chr1	168322096	168322097	16210	-0.3106665	-	14.35	XChIP
chr3	4722249	4722250	161135	-0.3106665	+	14.35	XChIP
chr1	6794341	6794342	1686	-0.310666527825655	+	14.38	XChIP
chr1	170010635	170010636	16322	-0.3106665	+	14.38	XChIP
chr1	237736813	237736814	21745	-0.2904991	-	14.38	XChIP
chr10	20855617	20855618	24076	-0.3106665	-	14.38	XChIP
chr10	20858479	20858480	24077	-0.2913459	+	14.41	XChIP
chr10	22011120	22011121	24148	-0.2278543	+	14.41	XChIP
chr21	26850218	26850219	151934	-0.2414815	+	14.41	XChIP
chr10	8053465	8053466	23246	-0.2904991	+	14.41	XChIP
chr5	90386307	90386308	193230	-0.172475	-	14.41	XChIP
chr7	131424422	131424423	226252	-0.2618274	-	14.41	XChIP
chr7	116236219	116236220	225339	-0.293345	-	14.44	XChIP
chr7	29764433	29764434	219014	-0.3015188	+	14.44	XChIP
chr22	41577091	41577092	158534	-0.219467	+	14.44	XChIP
chr9	105159873	105159874	247354	-0.2742028	+	14.44	XChIP
chr8	96775870	96775871	236454	-0.2819948	+	14.44	XChIP
chr1	212699428	212699429	19581	-0.266029	+	14.47	XChIP
chr11	11022560	11022561	35738	-0.2770487	-	14.47	XChIP
chr13	27359394	27359395	58583	-0.2833505	-	14.47	XChIP
chr17	82244480	82244481	102203	-0.2803262	+	14.47	XChIP
chr6	139219378	139219379	210000	-0.2819948	+	14.47	XChIP
chr7	17681064	17681065	218160	-0.2327364	+	14.47	XChIP
chr19	45404319	45404320	119769	-0.1496386	+	14.5	XChIP
chr3	48232845	48232846	164871	-0.3106665	+	14.5	XChIP
chr2	134898142	134898143	134587	-0.293345	-	14.5	XChIP
chr7	112496038	112496039	225180	-0.3106665	-	14.5	XChIP
chr1	71081305	71081306	9495	-0.293345	-	14.5	XChIP
chr6	147285282	147285283	210395	-0.255704	-	14.53	XChIP
chr4	171846436	171846437	185555	-0.2599803	+	14.53	XChIP
chr12	111687429	111687430	54947	-0.293345	+	14.53	XChIP
chr2	146734258	146734259	135060	-0.2373573	+	14.56	XChIP
chr10	16843461	16843462	23876	-0.192034	+	14.56	XChIP
chr22	21792032	21792033	155551	-0.2943702	-	14.56	XChIP
chr20	13772044	13772045	143497	-0.3106665	-	14.56	XChIP
chr12	49357272	49357273	50408	-0.2223393	-	14.59	XChIP
chr17	76558686	76558687	100697	-0.3106665	+	14.59	XChIP
chr7	82727086	82727087	223083	-0.3106665	-	14.59	XChIP
chr8	93641887	93641888	236195	-0.2921678	-	14.59	XChIP
chr8	28835317	28835318	232240	-0.2701532	+	14.59	XChIP
chr22	20758870	20758871	155378	-0.2640299	+	14.62	XChIP
chr17	68263258	68263259	99615	-0.3106665	+	14.62	XChIP
chr4	105715877	105715878	182266	-0.2819948	-	14.62	XChIP
chr10	32795771	32795772	24913	-0.3015188	+	14.62	XChIP
chr1	189220952	189220953	17570	-0.1901519	+	14.65	XChIP
chr4	84971530	84971531	181317	-0.2538569	-	14.68	XChIP
chrX	55160974	55160975	256132	-0.3015188	-	14.68	XChIP
chr1	9455961	9455962	2103	-0.252831709772823	-	14.71	XChIP
chr7	128537677	128537678	225964	-0.3106665	-	14.71	XChIP
chr12	122637990	122637991	56155	-0.2963694	+	14.71	XChIP
chr10	27558705	27558706	24531	-0.2508326	+	14.74	XChIP
chr5	142144090	142144091	196414	-0.3106665	-	14.74	XChIP
chr17	69246980	69246981	99705	-0.2819948	-	14.74	XChIP
chr18	3998934	3998935	103857	-0.2841973	-	14.74	XChIP
chr3	24640476	24640477	162914	-0.293345	-	14.74	XChIP
chr5	82107480	82107481	192944	-0.3106665	+	14.74	XChIP
chr3	112643087	112643088	168755	-0.2731776	+	14.74	XChIP
chr5	76716063	76716064	192569	-0.2904991	+	14.77	XChIP
chr2	159557649	159557650	135792	-0.3106665	+	14.77	XChIP
chr5	145697435	145697436	196654	-0.2731776	+	14.77	XChIP
chr17	7913117	7913118	92827	-0.1938197	+	14.77	XChIP
chr5	68252853	68252854	191988	-0.3015188	-	14.77	XChIP
